"","CpG","Beta","SE","P","FDR","Trait","threshold"
"3277","cg18006990",-0.0069,0.0011,7.6e-10,2.7e-07,"smoking","P1E5"
"3278","cg08940075",0.0061,0.001,7.6e-10,2.7e-07,"smoking","P1E5"
"3279","cg14635659",-0.0039,6e-04,7.6e-10,2.7e-07,"smoking","P1E5"
"3280","cg20469837",0.0077,0.0013,7.7e-10,2.8e-07,"smoking","P1E5"
"3281","cg23094674",0.0042,7e-04,7.8e-10,2.8e-07,"smoking","P1E5"
"3282","cg00177243",0.017,0.0028,7.8e-10,2.8e-07,"smoking","P1E5"
"3283","cg25292882",-0.0135,0.0022,7.8e-10,2.8e-07,"smoking","P1E5"
"3284","cg00233633",0.0039,6e-04,7.8e-10,2.8e-07,"smoking","P1E5"
"3285","cg14330293",0.0064,0.001,7.8e-10,2.8e-07,"smoking","P1E5"
"3286","cg05802386",-0.0084,0.0014,7.9e-10,2.8e-07,"smoking","P1E5"
"3287","cg04701628",0.0051,8e-04,8e-10,2.8e-07,"smoking","P1E5"
"3288","cg03958308",-0.0171,0.0028,8e-10,2.8e-07,"smoking","P1E5"
"3289","cg01300096",-0.0074,0.0012,8e-10,2.8e-07,"smoking","P1E5"
"3290","cg20468883",-0.0076,0.0012,8.1e-10,2.9e-07,"smoking","P1E5"
"3291","cg18335991",-0.0135,0.0022,8.1e-10,2.9e-07,"smoking","P1E5"
"3292","cg08022502",-0.0068,0.0011,8.2e-10,2.9e-07,"smoking","P1E5"
"3293","cg06235438",-0.0144,0.0023,8.4e-10,2.9e-07,"smoking","P1E5"
"3294","cg01207684",-0.0246,0.004,8.4e-10,2.9e-07,"smoking","P1E5"
"3295","cg18028767",0.0069,0.0011,8.5e-10,3e-07,"smoking","P1E5"
"3296","cg00324097",-0.0121,0.002,8.6e-10,3e-07,"smoking","P1E5"
"3297","cg22014430",-0.0052,8e-04,8.7e-10,3e-07,"smoking","P1E5"
"3298","cg17975379",0.005,8e-04,8.7e-10,3.1e-07,"smoking","P1E5"
"3299","cg12336777",0.0068,0.0011,8.8e-10,3.1e-07,"smoking","P1E5"
"3300","cg22069247",0.0087,0.0014,8.8e-10,3.1e-07,"smoking","P1E5"
"3301","cg03446062",0.0073,0.0012,9.1e-10,3.2e-07,"smoking","P1E5"
"3302","cg10908953",-0.0061,0.001,9.3e-10,3.3e-07,"smoking","P1E5"
"3303","cg16702313",-0.0081,0.0013,9.5e-10,3.3e-07,"smoking","P1E5"
"3304","cg03234777",-0.0132,0.0022,9.5e-10,3.3e-07,"smoking","P1E5"
"3305","cg16340422",0.0182,0.003,9.6e-10,3.3e-07,"smoking","P1E5"
"3306","cg07986378",-0.029,0.0047,9.6e-10,3.3e-07,"smoking","P1E5"
"3307","cg09825327",-0.005,8e-04,9.7e-10,3.4e-07,"smoking","P1E5"
"3308","cg03970900",0.0133,0.0022,9.7e-10,3.4e-07,"smoking","P1E5"
"3309","cg15777760",-0.0115,0.0019,9.9e-10,3.4e-07,"smoking","P1E5"
"3310","cg04163119",-0.0043,7e-04,9.9e-10,3.4e-07,"smoking","P1E5"
"3311","cg26703507",-0.0202,0.0033,9.9e-10,3.4e-07,"smoking","P1E5"
"3312","cg27633342",0.0067,0.0011,1e-09,3.5e-07,"smoking","P1E5"
"3313","cg23387863",0.0086,0.0014,1e-09,3.5e-07,"smoking","P1E5"
"3314","cg06483559",-0.006,0.001,1e-09,3.5e-07,"smoking","P1E5"
"3315","cg03707168",-0.0285,0.0047,1e-09,3.5e-07,"smoking","P1E5"
"3316","cg18828619",-0.0066,0.0011,1e-09,3.5e-07,"smoking","P1E5"
"3317","cg11344533",-0.0098,0.0016,1e-09,3.5e-07,"smoking","P1E5"
"3318","cg26995224",-0.0212,0.0035,1e-09,3.5e-07,"smoking","P1E5"
"3319","cg09084391",-0.0114,0.0019,1e-09,3.6e-07,"smoking","P1E5"
"3320","cg11824827",0.0132,0.0022,1e-09,3.6e-07,"smoking","P1E5"
"3321","cg09762515",0.0154,0.0025,1e-09,3.6e-07,"smoking","P1E5"
"3322","cg05047401",0.0118,0.0019,1.1e-09,3.6e-07,"smoking","P1E5"
"3323","cg21268659",0.0051,8e-04,1.1e-09,3.6e-07,"smoking","P1E5"
"3324","cg06214925",-0.0059,0.001,1.1e-09,3.6e-07,"smoking","P1E5"
"3325","cg03340878",-0.0204,0.0033,1.1e-09,3.6e-07,"smoking","P1E5"
"3326","cg17422460",-0.012,0.002,1.1e-09,3.6e-07,"smoking","P1E5"
"3327","cg07471614",-0.0079,0.0013,1.1e-09,3.6e-07,"smoking","P1E5"
"3328","cg24105081",-0.0138,0.0023,1.1e-09,3.6e-07,"smoking","P1E5"
"3329","cg19197419",-0.0133,0.0022,1.1e-09,3.6e-07,"smoking","P1E5"
"3330","cg03466562",-0.0046,8e-04,1.1e-09,3.7e-07,"smoking","P1E5"
"3331","cg04481603",-0.0067,0.0011,1.1e-09,3.7e-07,"smoking","P1E5"
"3332","cg22160883",-0.0062,0.001,1.1e-09,3.7e-07,"smoking","P1E5"
"3333","cg02032558",-0.0127,0.0021,1.1e-09,3.7e-07,"smoking","P1E5"
"3334","cg25011395",-0.0045,7e-04,1.1e-09,3.7e-07,"smoking","P1E5"
"3335","cg20853880",-0.0112,0.0018,1.1e-09,3.7e-07,"smoking","P1E5"
"3336","cg18262201",-0.012,0.002,1.1e-09,3.7e-07,"smoking","P1E5"
"3337","cg05099952",-0.0064,0.0011,1.1e-09,3.8e-07,"smoking","P1E5"
"3338","cg20059377",-0.008,0.0013,1.1e-09,3.8e-07,"smoking","P1E5"
"3339","cg09350536",-0.0076,0.0012,1.1e-09,3.8e-07,"smoking","P1E5"
"3340","cg03519967",0.0098,0.0016,1.2e-09,3.9e-07,"smoking","P1E5"
"3341","cg06738169",-0.0074,0.0012,1.2e-09,3.9e-07,"smoking","P1E5"
"3342","cg17900199",-0.0067,0.0011,1.2e-09,3.9e-07,"smoking","P1E5"
"3343","cg05051464",-0.0046,8e-04,1.2e-09,3.9e-07,"smoking","P1E5"
"3344","cg18824446",-0.0101,0.0017,1.2e-09,4e-07,"smoking","P1E5"
"3345","cg00953154",-0.0027,4e-04,1.2e-09,4e-07,"smoking","P1E5"
"3346","cg08243524",-0.0136,0.0022,1.2e-09,4e-07,"smoking","P1E5"
"3347","cg01601926",-0.0048,8e-04,1.2e-09,4.1e-07,"smoking","P1E5"
"3348","cg07123182",-0.0111,0.0018,1.2e-09,4.1e-07,"smoking","P1E5"
"3349","cg15059065",-0.016,0.0026,1.2e-09,4.1e-07,"smoking","P1E5"
"3350","cg05058354",-0.007,0.0012,1.2e-09,4.1e-07,"smoking","P1E5"
"3351","cg22705959",-0.0094,0.0016,1.2e-09,4.1e-07,"smoking","P1E5"
"3352","cg16353615",0.0083,0.0014,1.2e-09,4.1e-07,"smoking","P1E5"
"3353","cg11940960",-0.0086,0.0014,1.2e-09,4.1e-07,"smoking","P1E5"
"3354","cg25221975",0.0101,0.0017,1.3e-09,4.2e-07,"smoking","P1E5"
"3355","cg11601297",-0.0077,0.0013,1.3e-09,4.2e-07,"smoking","P1E5"
"3356","cg17207590",0.0096,0.0016,1.3e-09,4.2e-07,"smoking","P1E5"
"3357","cg05138138",-0.0046,8e-04,1.3e-09,4.2e-07,"smoking","P1E5"
"3358","cg04545963",-0.0128,0.0021,1.3e-09,4.2e-07,"smoking","P1E5"
"3359","cg24847230",-0.0045,7e-04,1.3e-09,4.3e-07,"smoking","P1E5"
"3360","cg13541527",-0.024,0.004,1.3e-09,4.3e-07,"smoking","P1E5"
"3361","cg01465596",0.0109,0.0018,1.3e-09,4.3e-07,"smoking","P1E5"
"3362","cg04907244",-0.0129,0.0021,1.3e-09,4.3e-07,"smoking","P1E5"
"3363","cg16037981",0.0048,8e-04,1.3e-09,4.3e-07,"smoking","P1E5"
"3364","cg18394567",-0.0071,0.0012,1.3e-09,4.3e-07,"smoking","P1E5"
"3365","cg05460226",-0.0209,0.0034,1.3e-09,4.4e-07,"smoking","P1E5"
"3366","cg16903811",-0.0094,0.0016,1.3e-09,4.4e-07,"smoking","P1E5"
"3367","cg17933936",-0.0054,9e-04,1.4e-09,4.5e-07,"smoking","P1E5"
"3368","cg09588020",-0.0079,0.0013,1.4e-09,4.5e-07,"smoking","P1E5"
"3369","cg25962015",-0.0136,0.0022,1.4e-09,4.5e-07,"smoking","P1E5"
"3370","cg14880079",0.0053,9e-04,1.4e-09,4.5e-07,"smoking","P1E5"
"3371","cg20563269",-0.017,0.0028,1.4e-09,4.6e-07,"smoking","P1E5"
"3372","cg02646073",0.0058,0.001,1.4e-09,4.7e-07,"smoking","P1E5"
"3373","cg02871659",-0.0144,0.0024,1.4e-09,4.7e-07,"smoking","P1E5"
"3374","cg03373393",-0.0078,0.0013,1.5e-09,4.8e-07,"smoking","P1E5"
"3375","cg24931658",-0.0142,0.0023,1.5e-09,4.8e-07,"smoking","P1E5"
"3376","cg25205699",0.0041,7e-04,1.5e-09,4.8e-07,"smoking","P1E5"
"3377","cg12459502",0.0074,0.0012,1.5e-09,4.9e-07,"smoking","P1E5"
"3378","cg21681705",0.0116,0.0019,1.5e-09,5e-07,"smoking","P1E5"
"3379","cg15636519",-0.0123,0.002,1.5e-09,5e-07,"smoking","P1E5"
"3380","cg02187196",-0.0088,0.0014,1.5e-09,5e-07,"smoking","P1E5"
"3381","cg17065712",-0.0062,0.001,1.5e-09,5e-07,"smoking","P1E5"
"3382","cg04761746",-0.0085,0.0014,1.6e-09,5e-07,"smoking","P1E5"
"3383","cg04685387",-0.0134,0.0022,1.6e-09,5.1e-07,"smoking","P1E5"
"3384","cg16651552",0.0075,0.0012,1.6e-09,5.1e-07,"smoking","P1E5"
"3385","cg11527913",-0.0067,0.0011,1.6e-09,5.1e-07,"smoking","P1E5"
"3386","cg22035959",-0.0057,0.001,1.6e-09,5.1e-07,"smoking","P1E5"
"3387","cg01715384",0.0053,9e-04,1.6e-09,5.1e-07,"smoking","P1E5"
"3388","cg23290456",-0.0027,4e-04,1.6e-09,5.1e-07,"smoking","P1E5"
"3389","cg19641804",-0.0088,0.0015,1.6e-09,5.2e-07,"smoking","P1E5"
"3390","cg05526498",0.0051,8e-04,1.6e-09,5.3e-07,"smoking","P1E5"
"3391","cg07743805",0.0056,9e-04,1.6e-09,5.3e-07,"smoking","P1E5"
"3392","cg02629070",0.0073,0.0012,1.6e-09,5.3e-07,"smoking","P1E5"
"3393","cg14179389",-0.0237,0.0039,1.7e-09,5.3e-07,"smoking","P1E5"
"3394","cg22928954",-0.0104,0.0017,1.7e-09,5.3e-07,"smoking","P1E5"
"3395","cg23615741",-0.0204,0.0034,1.7e-09,5.4e-07,"smoking","P1E5"
"3396","cg10858677",-0.0151,0.0025,1.7e-09,5.4e-07,"smoking","P1E5"
"3397","cg01882991",-0.0151,0.0025,1.7e-09,5.4e-07,"smoking","P1E5"
"3398","cg08766770",0.0056,9e-04,1.7e-09,5.4e-07,"smoking","P1E5"
"3399","cg07873128",0.0043,7e-04,1.7e-09,5.4e-07,"smoking","P1E5"
"3400","cg03127898",0.0068,0.0011,1.7e-09,5.5e-07,"smoking","P1E5"
"3401","cg13652493",-0.0027,4e-04,1.7e-09,5.5e-07,"smoking","P1E5"
"3402","cg20438687",-0.0125,0.0021,1.7e-09,5.5e-07,"smoking","P1E5"
"3403","cg11550064",0.0063,0.001,1.7e-09,5.5e-07,"smoking","P1E5"
"3404","cg00540464",-0.0052,9e-04,1.7e-09,5.5e-07,"smoking","P1E5"
"3405","cg24711224",-0.0059,0.001,1.7e-09,5.6e-07,"smoking","P1E5"
"3406","cg10993442",-0.0053,9e-04,1.8e-09,5.6e-07,"smoking","P1E5"
"3407","cg02507296",-0.0061,0.001,1.8e-09,5.7e-07,"smoking","P1E5"
"3408","cg19618279",-0.0057,0.001,1.8e-09,5.7e-07,"smoking","P1E5"
"3409","cg04276669",0.0045,7e-04,1.8e-09,5.7e-07,"smoking","P1E5"
"3410","cg03884592",0.0264,0.0044,1.8e-09,5.8e-07,"smoking","P1E5"
"3411","cg04411044",-0.014,0.0023,1.8e-09,5.8e-07,"smoking","P1E5"
"3412","cg21834204",0.0074,0.0012,1.8e-09,5.8e-07,"smoking","P1E5"
"3413","cg04813697",-0.0177,0.0029,1.8e-09,5.8e-07,"smoking","P1E5"
"3414","cg16767506",0.0068,0.0011,1.8e-09,5.9e-07,"smoking","P1E5"
"3415","cg24908166",-0.0085,0.0014,1.9e-09,5.9e-07,"smoking","P1E5"
"3416","cg05396397",0.0164,0.0027,1.9e-09,5.9e-07,"smoking","P1E5"
"3417","cg17560073",0.0091,0.0015,1.9e-09,5.9e-07,"smoking","P1E5"
"3418","cg06361405",0.0028,5e-04,1.9e-09,5.9e-07,"smoking","P1E5"
"3419","cg22678092",-0.0088,0.0015,1.9e-09,6e-07,"smoking","P1E5"
"3420","cg19211915",0.007,0.0012,1.9e-09,6e-07,"smoking","P1E5"
"3421","cg07044859",-0.0179,0.003,1.9e-09,6e-07,"smoking","P1E5"
"3422","cg20892260",0.0047,8e-04,1.9e-09,6e-07,"smoking","P1E5"
"3423","cg27618939",0.0074,0.0012,1.9e-09,6e-07,"smoking","P1E5"
"3424","cg08867399",-0.0178,0.003,1.9e-09,6e-07,"smoking","P1E5"
"3425","cg05534710",0.003,5e-04,1.9e-09,6e-07,"smoking","P1E5"
"3426","cg24142464",-0.007,0.0012,1.9e-09,6.1e-07,"smoking","P1E5"
"3427","cg14010720",-0.0086,0.0014,2e-09,6.2e-07,"smoking","P1E5"
"3428","cg09635954",-0.0163,0.0027,2e-09,6.2e-07,"smoking","P1E5"
"3429","cg27628849",0.0057,0.001,2e-09,6.4e-07,"smoking","P1E5"
"3430","cg27310486",0.0045,7e-04,2.1e-09,6.5e-07,"smoking","P1E5"
"3431","cg17298925",0.0156,0.0026,2.1e-09,6.5e-07,"smoking","P1E5"
"3432","cg14741228",-0.0086,0.0014,2.1e-09,6.6e-07,"smoking","P1E5"
"3433","cg18991417",0.0123,0.0021,2.1e-09,6.6e-07,"smoking","P1E5"
"3434","cg06433467",-0.0096,0.0016,2.1e-09,6.7e-07,"smoking","P1E5"
"3435","cg12298445",-0.0053,9e-04,2.1e-09,6.7e-07,"smoking","P1E5"
"3436","cg27006914",-0.0068,0.0011,2.2e-09,6.8e-07,"smoking","P1E5"
"3437","cg19300307",-0.0048,8e-04,2.2e-09,6.8e-07,"smoking","P1E5"
"3438","cg27560367",-0.0056,9e-04,2.2e-09,6.8e-07,"smoking","P1E5"
"3439","cg09977376",0.0035,6e-04,2.2e-09,6.9e-07,"smoking","P1E5"
"3440","cg22858500",-0.0152,0.0025,2.2e-09,7e-07,"smoking","P1E5"
"3441","cg21587837",-0.0067,0.0011,2.2e-09,7e-07,"smoking","P1E5"
"3442","cg05093686",-0.0048,8e-04,2.3e-09,7e-07,"smoking","P1E5"
"3443","cg19030554",-0.0141,0.0024,2.3e-09,7e-07,"smoking","P1E5"
"3444","cg16219322",-0.008,0.0013,2.3e-09,7.1e-07,"smoking","P1E5"
"3445","cg06478823",0.0077,0.0013,2.3e-09,7.1e-07,"smoking","P1E5"
"3446","cg11152384",-0.0094,0.0016,2.3e-09,7.1e-07,"smoking","P1E5"
"3447","cg13633560",-0.0153,0.0026,2.3e-09,7.2e-07,"smoking","P1E5"
"3448","cg11599718",0.0051,9e-04,2.4e-09,7.3e-07,"smoking","P1E5"
"3449","cg14687145",0.0066,0.0011,2.4e-09,7.3e-07,"smoking","P1E5"
"3450","cg21334048",-0.0062,0.001,2.4e-09,7.3e-07,"smoking","P1E5"
"3451","cg20272648",-0.0047,8e-04,2.4e-09,7.3e-07,"smoking","P1E5"
"3452","cg26585644",-0.0058,0.001,2.4e-09,7.3e-07,"smoking","P1E5"
"3453","cg09611599",0.0222,0.0037,2.4e-09,7.4e-07,"smoking","P1E5"
"3454","cg11270278",-0.0071,0.0012,2.4e-09,7.5e-07,"smoking","P1E5"
"3455","cg00981651",0.0034,6e-04,2.5e-09,7.6e-07,"smoking","P1E5"
"3456","cg06638433",-0.005,8e-04,2.5e-09,7.6e-07,"smoking","P1E5"
"3457","cg03864215",-0.006,0.001,2.5e-09,7.7e-07,"smoking","P1E5"
"3458","cg17823346",-0.0128,0.0021,2.5e-09,7.7e-07,"smoking","P1E5"
"3459","cg17551891",-0.0214,0.0036,2.5e-09,7.7e-07,"smoking","P1E5"
"3460","cg00198594",0.0038,6e-04,2.6e-09,7.9e-07,"smoking","P1E5"
"3461","cg03833097",-0.0061,0.001,2.6e-09,7.9e-07,"smoking","P1E5"
"3462","cg06599169",-0.0103,0.0017,2.6e-09,8e-07,"smoking","P1E5"
"3463","cg27488095",-0.0043,7e-04,2.7e-09,8.1e-07,"smoking","P1E5"
"3464","cg18676273",-0.012,0.002,2.7e-09,8.2e-07,"smoking","P1E5"
"3465","cg12494529",-0.0072,0.0012,2.7e-09,8.3e-07,"smoking","P1E5"
"3466","cg19555708",-0.0087,0.0015,2.7e-09,8.3e-07,"smoking","P1E5"
"3467","cg00759807",-0.0065,0.0011,2.7e-09,8.3e-07,"smoking","P1E5"
"3468","cg07278634",0.0084,0.0014,2.8e-09,8.4e-07,"smoking","P1E5"
"3469","cg14023239",0.0026,4e-04,2.8e-09,8.5e-07,"smoking","P1E5"
"3470","cg18651578",0.0051,9e-04,2.8e-09,8.5e-07,"smoking","P1E5"
"3471","cg07504763",-0.0066,0.0011,2.8e-09,8.5e-07,"smoking","P1E5"
"3472","cg13782301",0.0128,0.0022,2.8e-09,8.5e-07,"smoking","P1E5"
"3473","cg13642872",-0.0108,0.0018,2.8e-09,8.5e-07,"smoking","P1E5"
"3474","cg02373104",0.0046,8e-04,2.8e-09,8.6e-07,"smoking","P1E5"
"3475","cg26070757",0.0051,9e-04,2.9e-09,8.6e-07,"smoking","P1E5"
"3476","cg08256536",-0.0071,0.0012,2.9e-09,8.7e-07,"smoking","P1E5"
"3477","cg05487507",-0.012,0.002,2.9e-09,8.8e-07,"smoking","P1E5"
"3478","cg21691065",0.0055,9e-04,2.9e-09,8.8e-07,"smoking","P1E5"
"3479","cg26900995",-0.0097,0.0016,2.9e-09,8.9e-07,"smoking","P1E5"
"3480","cg09651136",0.0077,0.0013,3e-09,8.9e-07,"smoking","P1E5"
"3481","cg25649826",-0.0053,9e-04,3e-09,9.1e-07,"smoking","P1E5"
"3482","cg13464337",-0.0083,0.0014,3e-09,9.1e-07,"smoking","P1E5"
"3483","cg21756476",0.0172,0.0029,3.1e-09,9.2e-07,"smoking","P1E5"
"3484","cg22849665",-0.0141,0.0024,3.1e-09,9.2e-07,"smoking","P1E5"
"3485","cg13545717",0.0061,0.001,3.1e-09,9.2e-07,"smoking","P1E5"
"3486","cg04134748",0.0138,0.0023,3.1e-09,9.2e-07,"smoking","P1E5"
"3487","cg16755833",0.0056,0.001,3.2e-09,9.6e-07,"smoking","P1E5"
"3488","cg23720331",0.0025,4e-04,3.2e-09,9.6e-07,"smoking","P1E5"
"3489","cg05485379",-0.0022,4e-04,3.3e-09,9.7e-07,"smoking","P1E5"
"3490","cg10629249",-0.0062,0.001,3.3e-09,9.7e-07,"smoking","P1E5"
"3491","cg25537245",-0.0057,0.001,3.3e-09,9.9e-07,"smoking","P1E5"
"3492","cg11095027",0.0124,0.0021,3.4e-09,1e-06,"smoking","P1E5"
"3493","cg01782024",0.006,0.001,3.4e-09,1e-06,"smoking","P1E5"
"3494","cg06700877",-0.0088,0.0015,3.4e-09,1e-06,"smoking","P1E5"
"3495","cg13834112",0.0131,0.0022,3.5e-09,1e-06,"smoking","P1E5"
"3496","cg25923345",-0.0032,5e-04,3.5e-09,1e-06,"smoking","P1E5"
"3497","cg05946118",-0.0044,7e-04,3.5e-09,1e-06,"smoking","P1E5"
"3498","cg20533899",-0.0081,0.0014,3.5e-09,1e-06,"smoking","P1E5"
"3499","cg06866033",-0.0101,0.0017,3.6e-09,1.1e-06,"smoking","P1E5"
"3500","cg15074033",0.0069,0.0012,3.6e-09,1.1e-06,"smoking","P1E5"
"3501","cg25064552",-0.0079,0.0013,3.6e-09,1.1e-06,"smoking","P1E5"
"3502","cg17323704",-0.0019,3e-04,3.6e-09,1.1e-06,"smoking","P1E5"
"3503","cg06599908",0.0117,0.002,3.7e-09,1.1e-06,"smoking","P1E5"
"3504","cg07996785",0.0029,5e-04,3.7e-09,1.1e-06,"smoking","P1E5"
"3505","cg06577850",-0.0115,0.002,3.7e-09,1.1e-06,"smoking","P1E5"
"3506","cg05660670",0.0033,6e-04,3.7e-09,1.1e-06,"smoking","P1E5"
"3507","cg10359157",-0.0087,0.0015,3.7e-09,1.1e-06,"smoking","P1E5"
"3508","cg13787850",-0.0187,0.0032,3.8e-09,1.1e-06,"smoking","P1E5"
"3509","cg06648759",0.0125,0.0021,3.8e-09,1.1e-06,"smoking","P1E5"
"3510","cg08239426",0.0057,0.001,3.8e-09,1.1e-06,"smoking","P1E5"
"3511","cg21067023",-0.0163,0.0028,3.8e-09,1.1e-06,"smoking","P1E5"
"3512","cg13795986",-0.012,0.002,3.9e-09,1.1e-06,"smoking","P1E5"
"3513","cg14021478",-0.0087,0.0015,3.9e-09,1.1e-06,"smoking","P1E5"
"3514","cg06762457",-0.0192,0.0033,3.9e-09,1.1e-06,"smoking","P1E5"
"3515","cg20309891",-0.007,0.0012,4e-09,1.2e-06,"smoking","P1E5"
"3516","cg15935121",0.0068,0.0012,4e-09,1.2e-06,"smoking","P1E5"
"3517","cg19022697",-0.0176,0.003,4e-09,1.2e-06,"smoking","P1E5"
"3518","cg25818583",-0.015,0.0025,4e-09,1.2e-06,"smoking","P1E5"
"3519","cg06795233",0.0119,0.002,4e-09,1.2e-06,"smoking","P1E5"
"3520","cg04221461",0.0127,0.0022,4e-09,1.2e-06,"smoking","P1E5"
"3521","cg00116430",-0.0197,0.0034,4.1e-09,1.2e-06,"smoking","P1E5"
"3522","cg18806997",-0.0093,0.0016,4.1e-09,1.2e-06,"smoking","P1E5"
"3523","cg08361238",-0.0059,0.001,4.1e-09,1.2e-06,"smoking","P1E5"
"3524","cg00326958",-0.0101,0.0017,4.1e-09,1.2e-06,"smoking","P1E5"
"3525","cg07556018",0.0119,0.002,4.1e-09,1.2e-06,"smoking","P1E5"
"3526","cg06649191",0.0033,6e-04,4.2e-09,1.2e-06,"smoking","P1E5"
"3527","cg27443779",-0.004,7e-04,4.2e-09,1.2e-06,"smoking","P1E5"
"3528","cg16237191",0.0117,0.002,4.2e-09,1.2e-06,"smoking","P1E5"
"3529","cg27430293",0.0158,0.0027,4.3e-09,1.2e-06,"smoking","P1E5"
"3530","cg03710029",0.0054,9e-04,4.3e-09,1.2e-06,"smoking","P1E5"
"3531","cg17861836",-0.0141,0.0024,4.3e-09,1.3e-06,"smoking","P1E5"
"3532","cg22283754",-0.0033,6e-04,4.3e-09,1.3e-06,"smoking","P1E5"
"3533","cg16320419",-0.0078,0.0013,4.4e-09,1.3e-06,"smoking","P1E5"
"3534","cg08817867",0.0049,8e-04,4.4e-09,1.3e-06,"smoking","P1E5"
"3535","cg25947283",-0.0042,7e-04,4.4e-09,1.3e-06,"smoking","P1E5"
"3536","cg03877174",0.0104,0.0018,4.5e-09,1.3e-06,"smoking","P1E5"
"3537","cg11375458",-0.0056,0.001,4.5e-09,1.3e-06,"smoking","P1E5"
"3538","cg22797644",-0.0079,0.0013,4.5e-09,1.3e-06,"smoking","P1E5"
"3539","cg16541026",-0.0117,0.002,4.6e-09,1.3e-06,"smoking","P1E5"
"3540","cg25347941",0.0076,0.0013,4.6e-09,1.3e-06,"smoking","P1E5"
"3541","cg27405731",0.0153,0.0026,4.6e-09,1.3e-06,"smoking","P1E5"
"3542","cg08409562",0.0071,0.0012,4.6e-09,1.3e-06,"smoking","P1E5"
"3543","cg10676309",0.0051,9e-04,4.6e-09,1.3e-06,"smoking","P1E5"
"3544","cg22103219",-0.0165,0.0028,4.7e-09,1.3e-06,"smoking","P1E5"
"3545","cg17588293",0.0025,4e-04,4.7e-09,1.3e-06,"smoking","P1E5"
"3546","cg05394800",-0.006,0.001,4.7e-09,1.3e-06,"smoking","P1E5"
"3547","cg13751330",-0.0038,6e-04,4.8e-09,1.4e-06,"smoking","P1E5"
"3548","cg23169111",0.0088,0.0015,4.8e-09,1.4e-06,"smoking","P1E5"
"3549","cg06418475",-0.0128,0.0022,4.9e-09,1.4e-06,"smoking","P1E5"
"3550","cg16988810",-0.0094,0.0016,4.9e-09,1.4e-06,"smoking","P1E5"
"3551","cg08097581",-0.0062,0.0011,4.9e-09,1.4e-06,"smoking","P1E5"
"3552","cg16254309",-0.01,0.0017,4.9e-09,1.4e-06,"smoking","P1E5"
"3553","cg12177944",-0.0066,0.0011,4.9e-09,1.4e-06,"smoking","P1E5"
"3554","cg18014547",-0.0077,0.0013,4.9e-09,1.4e-06,"smoking","P1E5"
"3555","cg12535090",0.0046,8e-04,5e-09,1.4e-06,"smoking","P1E5"
"3556","cg22870429",-0.0149,0.0025,5e-09,1.4e-06,"smoking","P1E5"
"3557","cg20871826",-0.0059,0.001,5e-09,1.4e-06,"smoking","P1E5"
"3558","cg14074174",-0.0108,0.0018,5.1e-09,1.4e-06,"smoking","P1E5"
"3559","cg11212234",-0.0095,0.0016,5.1e-09,1.4e-06,"smoking","P1E5"
"3560","cg07352544",0.0043,7e-04,5.2e-09,1.5e-06,"smoking","P1E5"
"3561","cg03389164",-0.0057,0.001,5.2e-09,1.5e-06,"smoking","P1E5"
"3562","cg17333042",-0.0095,0.0016,5.2e-09,1.5e-06,"smoking","P1E5"
"3563","cg12212103",-0.0048,8e-04,5.2e-09,1.5e-06,"smoking","P1E5"
"3564","cg00489660",-0.0085,0.0015,5.2e-09,1.5e-06,"smoking","P1E5"
"3565","cg23688411",-0.0043,7e-04,5.3e-09,1.5e-06,"smoking","P1E5"
"3566","cg11231349",-0.0207,0.0035,5.3e-09,1.5e-06,"smoking","P1E5"
"3567","cg11902728",0.0132,0.0023,5.3e-09,1.5e-06,"smoking","P1E5"
"3568","cg01305745",0.0098,0.0017,5.3e-09,1.5e-06,"smoking","P1E5"
"3569","cg23598378",0.0074,0.0013,5.4e-09,1.5e-06,"smoking","P1E5"
"3570","cg16735495",0.0056,0.001,5.4e-09,1.5e-06,"smoking","P1E5"
"3571","cg02376827",0.0088,0.0015,5.4e-09,1.5e-06,"smoking","P1E5"
"3572","cg03341377",0.0058,0.001,5.4e-09,1.5e-06,"smoking","P1E5"
"3573","cg04276005",0.0049,8e-04,5.4e-09,1.5e-06,"smoking","P1E5"
"3574","cg10510742",-0.0058,0.001,5.4e-09,1.5e-06,"smoking","P1E5"
"3575","cg07723659",0.0062,0.0011,5.5e-09,1.5e-06,"smoking","P1E5"
"3576","cg18896032",-0.0065,0.0011,5.5e-09,1.5e-06,"smoking","P1E5"
"3577","cg19566658",-0.0123,0.0021,5.5e-09,1.5e-06,"smoking","P1E5"
"3578","cg26937798",-0.0037,6e-04,5.5e-09,1.5e-06,"smoking","P1E5"
"3579","cg20819617",0.004,7e-04,5.5e-09,1.5e-06,"smoking","P1E5"
"3580","cg17724147",0.0088,0.0015,5.6e-09,1.5e-06,"smoking","P1E5"
"3581","cg27467282",0.0092,0.0016,5.6e-09,1.6e-06,"smoking","P1E5"
"3582","cg13691192",-0.0049,8e-04,5.6e-09,1.6e-06,"smoking","P1E5"
"3583","cg04424621",-0.0093,0.0016,5.7e-09,1.6e-06,"smoking","P1E5"
"3584","cg11452501",-0.0111,0.0019,5.8e-09,1.6e-06,"smoking","P1E5"
"3585","cg07572052",-0.0069,0.0012,5.8e-09,1.6e-06,"smoking","P1E5"
"3586","cg02634816",-0.0078,0.0013,5.8e-09,1.6e-06,"smoking","P1E5"
