"","CpG","Beta","SE","P","FDR","Trait","threshold"
"6627","cg03340878",-0.0204,0.0033,1.1e-09,3.6e-07,"smoking","F01"
"6628","cg17422460",-0.012,0.002,1.1e-09,3.6e-07,"smoking","F01"
"6629","cg07471614",-0.0079,0.0013,1.1e-09,3.6e-07,"smoking","F01"
"6630","cg24105081",-0.0138,0.0023,1.1e-09,3.6e-07,"smoking","F01"
"6631","cg19197419",-0.0133,0.0022,1.1e-09,3.6e-07,"smoking","F01"
"6632","cg03466562",-0.0046,8e-04,1.1e-09,3.7e-07,"smoking","F01"
"6633","cg04481603",-0.0067,0.0011,1.1e-09,3.7e-07,"smoking","F01"
"6634","cg22160883",-0.0062,0.001,1.1e-09,3.7e-07,"smoking","F01"
"6635","cg02032558",-0.0127,0.0021,1.1e-09,3.7e-07,"smoking","F01"
"6636","cg25011395",-0.0045,7e-04,1.1e-09,3.7e-07,"smoking","F01"
"6637","cg20853880",-0.0112,0.0018,1.1e-09,3.7e-07,"smoking","F01"
"6638","cg18262201",-0.012,0.002,1.1e-09,3.7e-07,"smoking","F01"
"6639","cg05099952",-0.0064,0.0011,1.1e-09,3.8e-07,"smoking","F01"
"6640","cg20059377",-0.008,0.0013,1.1e-09,3.8e-07,"smoking","F01"
"6641","cg09350536",-0.0076,0.0012,1.1e-09,3.8e-07,"smoking","F01"
"6642","cg03519967",0.0098,0.0016,1.2e-09,3.9e-07,"smoking","F01"
"6643","cg06738169",-0.0074,0.0012,1.2e-09,3.9e-07,"smoking","F01"
"6644","cg17900199",-0.0067,0.0011,1.2e-09,3.9e-07,"smoking","F01"
"6645","cg05051464",-0.0046,8e-04,1.2e-09,3.9e-07,"smoking","F01"
"6646","cg18824446",-0.0101,0.0017,1.2e-09,4e-07,"smoking","F01"
"6647","cg00953154",-0.0027,4e-04,1.2e-09,4e-07,"smoking","F01"
"6648","cg08243524",-0.0136,0.0022,1.2e-09,4e-07,"smoking","F01"
"6649","cg01601926",-0.0048,8e-04,1.2e-09,4.1e-07,"smoking","F01"
"6650","cg07123182",-0.0111,0.0018,1.2e-09,4.1e-07,"smoking","F01"
"6651","cg15059065",-0.016,0.0026,1.2e-09,4.1e-07,"smoking","F01"
"6652","cg05058354",-0.007,0.0012,1.2e-09,4.1e-07,"smoking","F01"
"6653","cg22705959",-0.0094,0.0016,1.2e-09,4.1e-07,"smoking","F01"
"6654","cg16353615",0.0083,0.0014,1.2e-09,4.1e-07,"smoking","F01"
"6655","cg11940960",-0.0086,0.0014,1.2e-09,4.1e-07,"smoking","F01"
"6656","cg25221975",0.0101,0.0017,1.3e-09,4.2e-07,"smoking","F01"
"6657","cg11601297",-0.0077,0.0013,1.3e-09,4.2e-07,"smoking","F01"
"6658","cg17207590",0.0096,0.0016,1.3e-09,4.2e-07,"smoking","F01"
"6659","cg05138138",-0.0046,8e-04,1.3e-09,4.2e-07,"smoking","F01"
"6660","cg04545963",-0.0128,0.0021,1.3e-09,4.2e-07,"smoking","F01"
"6661","cg24847230",-0.0045,7e-04,1.3e-09,4.3e-07,"smoking","F01"
"6662","cg13541527",-0.024,0.004,1.3e-09,4.3e-07,"smoking","F01"
"6663","cg01465596",0.0109,0.0018,1.3e-09,4.3e-07,"smoking","F01"
"6664","cg04907244",-0.0129,0.0021,1.3e-09,4.3e-07,"smoking","F01"
"6665","cg16037981",0.0048,8e-04,1.3e-09,4.3e-07,"smoking","F01"
"6666","cg18394567",-0.0071,0.0012,1.3e-09,4.3e-07,"smoking","F01"
"6667","cg05460226",-0.0209,0.0034,1.3e-09,4.4e-07,"smoking","F01"
"6668","cg16903811",-0.0094,0.0016,1.3e-09,4.4e-07,"smoking","F01"
"6669","cg17933936",-0.0054,9e-04,1.4e-09,4.5e-07,"smoking","F01"
"6670","cg09588020",-0.0079,0.0013,1.4e-09,4.5e-07,"smoking","F01"
"6671","cg25962015",-0.0136,0.0022,1.4e-09,4.5e-07,"smoking","F01"
"6672","cg14880079",0.0053,9e-04,1.4e-09,4.5e-07,"smoking","F01"
"6673","cg20563269",-0.017,0.0028,1.4e-09,4.6e-07,"smoking","F01"
"6674","cg02646073",0.0058,0.001,1.4e-09,4.7e-07,"smoking","F01"
"6675","cg02871659",-0.0144,0.0024,1.4e-09,4.7e-07,"smoking","F01"
"6676","cg03373393",-0.0078,0.0013,1.5e-09,4.8e-07,"smoking","F01"
"6677","cg24931658",-0.0142,0.0023,1.5e-09,4.8e-07,"smoking","F01"
"6678","cg25205699",0.0041,7e-04,1.5e-09,4.8e-07,"smoking","F01"
"6679","cg12459502",0.0074,0.0012,1.5e-09,4.9e-07,"smoking","F01"
"6680","cg21681705",0.0116,0.0019,1.5e-09,5e-07,"smoking","F01"
"6681","cg15636519",-0.0123,0.002,1.5e-09,5e-07,"smoking","F01"
"6682","cg02187196",-0.0088,0.0014,1.5e-09,5e-07,"smoking","F01"
"6683","cg17065712",-0.0062,0.001,1.5e-09,5e-07,"smoking","F01"
"6684","cg04761746",-0.0085,0.0014,1.6e-09,5e-07,"smoking","F01"
"6685","cg04685387",-0.0134,0.0022,1.6e-09,5.1e-07,"smoking","F01"
"6686","cg16651552",0.0075,0.0012,1.6e-09,5.1e-07,"smoking","F01"
"6687","cg11527913",-0.0067,0.0011,1.6e-09,5.1e-07,"smoking","F01"
"6688","cg22035959",-0.0057,0.001,1.6e-09,5.1e-07,"smoking","F01"
"6689","cg01715384",0.0053,9e-04,1.6e-09,5.1e-07,"smoking","F01"
"6690","cg23290456",-0.0027,4e-04,1.6e-09,5.1e-07,"smoking","F01"
"6691","cg19641804",-0.0088,0.0015,1.6e-09,5.2e-07,"smoking","F01"
"6692","cg05526498",0.0051,8e-04,1.6e-09,5.3e-07,"smoking","F01"
"6693","cg07743805",0.0056,9e-04,1.6e-09,5.3e-07,"smoking","F01"
"6694","cg02629070",0.0073,0.0012,1.6e-09,5.3e-07,"smoking","F01"
"6695","cg14179389",-0.0237,0.0039,1.7e-09,5.3e-07,"smoking","F01"
"6696","cg22928954",-0.0104,0.0017,1.7e-09,5.3e-07,"smoking","F01"
"6697","cg23615741",-0.0204,0.0034,1.7e-09,5.4e-07,"smoking","F01"
"6698","cg10858677",-0.0151,0.0025,1.7e-09,5.4e-07,"smoking","F01"
"6699","cg01882991",-0.0151,0.0025,1.7e-09,5.4e-07,"smoking","F01"
"6700","cg08766770",0.0056,9e-04,1.7e-09,5.4e-07,"smoking","F01"
"6701","cg07873128",0.0043,7e-04,1.7e-09,5.4e-07,"smoking","F01"
"6702","cg03127898",0.0068,0.0011,1.7e-09,5.5e-07,"smoking","F01"
"6703","cg13652493",-0.0027,4e-04,1.7e-09,5.5e-07,"smoking","F01"
"6704","cg20438687",-0.0125,0.0021,1.7e-09,5.5e-07,"smoking","F01"
"6705","cg11550064",0.0063,0.001,1.7e-09,5.5e-07,"smoking","F01"
"6706","cg00540464",-0.0052,9e-04,1.7e-09,5.5e-07,"smoking","F01"
"6707","cg24711224",-0.0059,0.001,1.7e-09,5.6e-07,"smoking","F01"
"6708","cg10993442",-0.0053,9e-04,1.8e-09,5.6e-07,"smoking","F01"
"6709","cg02507296",-0.0061,0.001,1.8e-09,5.7e-07,"smoking","F01"
"6710","cg19618279",-0.0057,0.001,1.8e-09,5.7e-07,"smoking","F01"
"6711","cg04276669",0.0045,7e-04,1.8e-09,5.7e-07,"smoking","F01"
"6712","cg03884592",0.0264,0.0044,1.8e-09,5.8e-07,"smoking","F01"
"6713","cg04411044",-0.014,0.0023,1.8e-09,5.8e-07,"smoking","F01"
"6714","cg21834204",0.0074,0.0012,1.8e-09,5.8e-07,"smoking","F01"
"6715","cg04813697",-0.0177,0.0029,1.8e-09,5.8e-07,"smoking","F01"
"6716","cg16767506",0.0068,0.0011,1.8e-09,5.9e-07,"smoking","F01"
"6717","cg24908166",-0.0085,0.0014,1.9e-09,5.9e-07,"smoking","F01"
"6718","cg05396397",0.0164,0.0027,1.9e-09,5.9e-07,"smoking","F01"
"6719","cg17560073",0.0091,0.0015,1.9e-09,5.9e-07,"smoking","F01"
"6720","cg06361405",0.0028,5e-04,1.9e-09,5.9e-07,"smoking","F01"
"6721","cg22678092",-0.0088,0.0015,1.9e-09,6e-07,"smoking","F01"
"6722","cg19211915",0.007,0.0012,1.9e-09,6e-07,"smoking","F01"
"6723","cg07044859",-0.0179,0.003,1.9e-09,6e-07,"smoking","F01"
"6724","cg20892260",0.0047,8e-04,1.9e-09,6e-07,"smoking","F01"
"6725","cg27618939",0.0074,0.0012,1.9e-09,6e-07,"smoking","F01"
"6726","cg08867399",-0.0178,0.003,1.9e-09,6e-07,"smoking","F01"
"6727","cg05534710",0.003,5e-04,1.9e-09,6e-07,"smoking","F01"
"6728","cg24142464",-0.007,0.0012,1.9e-09,6.1e-07,"smoking","F01"
"6729","cg14010720",-0.0086,0.0014,2e-09,6.2e-07,"smoking","F01"
"6730","cg09635954",-0.0163,0.0027,2e-09,6.2e-07,"smoking","F01"
"6731","cg27628849",0.0057,0.001,2e-09,6.4e-07,"smoking","F01"
"6732","cg27310486",0.0045,7e-04,2.1e-09,6.5e-07,"smoking","F01"
"6733","cg17298925",0.0156,0.0026,2.1e-09,6.5e-07,"smoking","F01"
"6734","cg14741228",-0.0086,0.0014,2.1e-09,6.6e-07,"smoking","F01"
"6735","cg18991417",0.0123,0.0021,2.1e-09,6.6e-07,"smoking","F01"
"6736","cg06433467",-0.0096,0.0016,2.1e-09,6.7e-07,"smoking","F01"
"6737","cg12298445",-0.0053,9e-04,2.1e-09,6.7e-07,"smoking","F01"
"6738","cg27006914",-0.0068,0.0011,2.2e-09,6.8e-07,"smoking","F01"
"6739","cg19300307",-0.0048,8e-04,2.2e-09,6.8e-07,"smoking","F01"
"6740","cg27560367",-0.0056,9e-04,2.2e-09,6.8e-07,"smoking","F01"
"6741","cg09977376",0.0035,6e-04,2.2e-09,6.9e-07,"smoking","F01"
"6742","cg22858500",-0.0152,0.0025,2.2e-09,7e-07,"smoking","F01"
"6743","cg21587837",-0.0067,0.0011,2.2e-09,7e-07,"smoking","F01"
"6744","cg05093686",-0.0048,8e-04,2.3e-09,7e-07,"smoking","F01"
"6745","cg19030554",-0.0141,0.0024,2.3e-09,7e-07,"smoking","F01"
"6746","cg16219322",-0.008,0.0013,2.3e-09,7.1e-07,"smoking","F01"
"6747","cg06478823",0.0077,0.0013,2.3e-09,7.1e-07,"smoking","F01"
"6748","cg11152384",-0.0094,0.0016,2.3e-09,7.1e-07,"smoking","F01"
"6749","cg13633560",-0.0153,0.0026,2.3e-09,7.2e-07,"smoking","F01"
"6750","cg11599718",0.0051,9e-04,2.4e-09,7.3e-07,"smoking","F01"
"6751","cg14687145",0.0066,0.0011,2.4e-09,7.3e-07,"smoking","F01"
"6752","cg21334048",-0.0062,0.001,2.4e-09,7.3e-07,"smoking","F01"
"6753","cg20272648",-0.0047,8e-04,2.4e-09,7.3e-07,"smoking","F01"
"6754","cg26585644",-0.0058,0.001,2.4e-09,7.3e-07,"smoking","F01"
"6755","cg09611599",0.0222,0.0037,2.4e-09,7.4e-07,"smoking","F01"
"6756","cg11270278",-0.0071,0.0012,2.4e-09,7.5e-07,"smoking","F01"
"6757","cg00981651",0.0034,6e-04,2.5e-09,7.6e-07,"smoking","F01"
"6758","cg06638433",-0.005,8e-04,2.5e-09,7.6e-07,"smoking","F01"
"6759","cg03864215",-0.006,0.001,2.5e-09,7.7e-07,"smoking","F01"
"6760","cg17823346",-0.0128,0.0021,2.5e-09,7.7e-07,"smoking","F01"
"6761","cg17551891",-0.0214,0.0036,2.5e-09,7.7e-07,"smoking","F01"
"6762","cg00198594",0.0038,6e-04,2.6e-09,7.9e-07,"smoking","F01"
"6763","cg03833097",-0.0061,0.001,2.6e-09,7.9e-07,"smoking","F01"
"6764","cg06599169",-0.0103,0.0017,2.6e-09,8e-07,"smoking","F01"
"6765","cg27488095",-0.0043,7e-04,2.7e-09,8.1e-07,"smoking","F01"
"6766","cg18676273",-0.012,0.002,2.7e-09,8.2e-07,"smoking","F01"
"6767","cg12494529",-0.0072,0.0012,2.7e-09,8.3e-07,"smoking","F01"
"6768","cg19555708",-0.0087,0.0015,2.7e-09,8.3e-07,"smoking","F01"
"6769","cg00759807",-0.0065,0.0011,2.7e-09,8.3e-07,"smoking","F01"
"6770","cg07278634",0.0084,0.0014,2.8e-09,8.4e-07,"smoking","F01"
"6771","cg14023239",0.0026,4e-04,2.8e-09,8.5e-07,"smoking","F01"
"6772","cg18651578",0.0051,9e-04,2.8e-09,8.5e-07,"smoking","F01"
"6773","cg07504763",-0.0066,0.0011,2.8e-09,8.5e-07,"smoking","F01"
"6774","cg13782301",0.0128,0.0022,2.8e-09,8.5e-07,"smoking","F01"
"6775","cg13642872",-0.0108,0.0018,2.8e-09,8.5e-07,"smoking","F01"
"6776","cg02373104",0.0046,8e-04,2.8e-09,8.6e-07,"smoking","F01"
"6777","cg26070757",0.0051,9e-04,2.9e-09,8.6e-07,"smoking","F01"
"6778","cg08256536",-0.0071,0.0012,2.9e-09,8.7e-07,"smoking","F01"
"6779","cg05487507",-0.012,0.002,2.9e-09,8.8e-07,"smoking","F01"
"6780","cg21691065",0.0055,9e-04,2.9e-09,8.8e-07,"smoking","F01"
"6781","cg26900995",-0.0097,0.0016,2.9e-09,8.9e-07,"smoking","F01"
"6782","cg09651136",0.0077,0.0013,3e-09,8.9e-07,"smoking","F01"
"6783","cg25649826",-0.0053,9e-04,3e-09,9.1e-07,"smoking","F01"
"6784","cg13464337",-0.0083,0.0014,3e-09,9.1e-07,"smoking","F01"
"6785","cg21756476",0.0172,0.0029,3.1e-09,9.2e-07,"smoking","F01"
"6786","cg22849665",-0.0141,0.0024,3.1e-09,9.2e-07,"smoking","F01"
"6787","cg13545717",0.0061,0.001,3.1e-09,9.2e-07,"smoking","F01"
"6788","cg04134748",0.0138,0.0023,3.1e-09,9.2e-07,"smoking","F01"
"6789","cg16755833",0.0056,0.001,3.2e-09,9.6e-07,"smoking","F01"
"6790","cg23720331",0.0025,4e-04,3.2e-09,9.6e-07,"smoking","F01"
"6791","cg05485379",-0.0022,4e-04,3.3e-09,9.7e-07,"smoking","F01"
"6792","cg10629249",-0.0062,0.001,3.3e-09,9.7e-07,"smoking","F01"
"6793","cg25537245",-0.0057,0.001,3.3e-09,9.9e-07,"smoking","F01"
"6794","cg11095027",0.0124,0.0021,3.4e-09,1e-06,"smoking","F01"
"6795","cg01782024",0.006,0.001,3.4e-09,1e-06,"smoking","F01"
"6796","cg06700877",-0.0088,0.0015,3.4e-09,1e-06,"smoking","F01"
"6797","cg13834112",0.0131,0.0022,3.5e-09,1e-06,"smoking","F01"
"6798","cg25923345",-0.0032,5e-04,3.5e-09,1e-06,"smoking","F01"
"6799","cg05946118",-0.0044,7e-04,3.5e-09,1e-06,"smoking","F01"
"6800","cg20533899",-0.0081,0.0014,3.5e-09,1e-06,"smoking","F01"
"6801","cg06866033",-0.0101,0.0017,3.6e-09,1.1e-06,"smoking","F01"
"6802","cg15074033",0.0069,0.0012,3.6e-09,1.1e-06,"smoking","F01"
"6803","cg25064552",-0.0079,0.0013,3.6e-09,1.1e-06,"smoking","F01"
"6804","cg17323704",-0.0019,3e-04,3.6e-09,1.1e-06,"smoking","F01"
"6805","cg06599908",0.0117,0.002,3.7e-09,1.1e-06,"smoking","F01"
"6806","cg07996785",0.0029,5e-04,3.7e-09,1.1e-06,"smoking","F01"
"6807","cg06577850",-0.0115,0.002,3.7e-09,1.1e-06,"smoking","F01"
"6808","cg05660670",0.0033,6e-04,3.7e-09,1.1e-06,"smoking","F01"
"6809","cg10359157",-0.0087,0.0015,3.7e-09,1.1e-06,"smoking","F01"
"6810","cg13787850",-0.0187,0.0032,3.8e-09,1.1e-06,"smoking","F01"
"6811","cg06648759",0.0125,0.0021,3.8e-09,1.1e-06,"smoking","F01"
"6812","cg08239426",0.0057,0.001,3.8e-09,1.1e-06,"smoking","F01"
"6813","cg21067023",-0.0163,0.0028,3.8e-09,1.1e-06,"smoking","F01"
"6814","cg13795986",-0.012,0.002,3.9e-09,1.1e-06,"smoking","F01"
"6815","cg14021478",-0.0087,0.0015,3.9e-09,1.1e-06,"smoking","F01"
"6816","cg06762457",-0.0192,0.0033,3.9e-09,1.1e-06,"smoking","F01"
"6817","cg20309891",-0.007,0.0012,4e-09,1.2e-06,"smoking","F01"
"6818","cg15935121",0.0068,0.0012,4e-09,1.2e-06,"smoking","F01"
"6819","cg19022697",-0.0176,0.003,4e-09,1.2e-06,"smoking","F01"
"6820","cg25818583",-0.015,0.0025,4e-09,1.2e-06,"smoking","F01"
"6821","cg06795233",0.0119,0.002,4e-09,1.2e-06,"smoking","F01"
"6822","cg04221461",0.0127,0.0022,4e-09,1.2e-06,"smoking","F01"
"6823","cg00116430",-0.0197,0.0034,4.1e-09,1.2e-06,"smoking","F01"
"6824","cg18806997",-0.0093,0.0016,4.1e-09,1.2e-06,"smoking","F01"
"6825","cg08361238",-0.0059,0.001,4.1e-09,1.2e-06,"smoking","F01"
"6826","cg00326958",-0.0101,0.0017,4.1e-09,1.2e-06,"smoking","F01"
"6827","cg07556018",0.0119,0.002,4.1e-09,1.2e-06,"smoking","F01"
"6828","cg06649191",0.0033,6e-04,4.2e-09,1.2e-06,"smoking","F01"
"6829","cg27443779",-0.004,7e-04,4.2e-09,1.2e-06,"smoking","F01"
"6830","cg16237191",0.0117,0.002,4.2e-09,1.2e-06,"smoking","F01"
"6831","cg27430293",0.0158,0.0027,4.3e-09,1.2e-06,"smoking","F01"
"6832","cg03710029",0.0054,9e-04,4.3e-09,1.2e-06,"smoking","F01"
"6833","cg17861836",-0.0141,0.0024,4.3e-09,1.3e-06,"smoking","F01"
"6834","cg22283754",-0.0033,6e-04,4.3e-09,1.3e-06,"smoking","F01"
"6835","cg16320419",-0.0078,0.0013,4.4e-09,1.3e-06,"smoking","F01"
"6836","cg08817867",0.0049,8e-04,4.4e-09,1.3e-06,"smoking","F01"
"6837","cg25947283",-0.0042,7e-04,4.4e-09,1.3e-06,"smoking","F01"
"6838","cg03877174",0.0104,0.0018,4.5e-09,1.3e-06,"smoking","F01"
"6839","cg11375458",-0.0056,0.001,4.5e-09,1.3e-06,"smoking","F01"
"6840","cg22797644",-0.0079,0.0013,4.5e-09,1.3e-06,"smoking","F01"
"6841","cg16541026",-0.0117,0.002,4.6e-09,1.3e-06,"smoking","F01"
"6842","cg25347941",0.0076,0.0013,4.6e-09,1.3e-06,"smoking","F01"
"6843","cg27405731",0.0153,0.0026,4.6e-09,1.3e-06,"smoking","F01"
"6844","cg08409562",0.0071,0.0012,4.6e-09,1.3e-06,"smoking","F01"
"6845","cg10676309",0.0051,9e-04,4.6e-09,1.3e-06,"smoking","F01"
"6846","cg22103219",-0.0165,0.0028,4.7e-09,1.3e-06,"smoking","F01"
"6847","cg17588293",0.0025,4e-04,4.7e-09,1.3e-06,"smoking","F01"
"6848","cg05394800",-0.006,0.001,4.7e-09,1.3e-06,"smoking","F01"
"6849","cg13751330",-0.0038,6e-04,4.8e-09,1.4e-06,"smoking","F01"
"6850","cg23169111",0.0088,0.0015,4.8e-09,1.4e-06,"smoking","F01"
"6851","cg06418475",-0.0128,0.0022,4.9e-09,1.4e-06,"smoking","F01"
"6852","cg16988810",-0.0094,0.0016,4.9e-09,1.4e-06,"smoking","F01"
"6853","cg08097581",-0.0062,0.0011,4.9e-09,1.4e-06,"smoking","F01"
"6854","cg16254309",-0.01,0.0017,4.9e-09,1.4e-06,"smoking","F01"
"6855","cg12177944",-0.0066,0.0011,4.9e-09,1.4e-06,"smoking","F01"
"6856","cg18014547",-0.0077,0.0013,4.9e-09,1.4e-06,"smoking","F01"
"6857","cg12535090",0.0046,8e-04,5e-09,1.4e-06,"smoking","F01"
"6858","cg22870429",-0.0149,0.0025,5e-09,1.4e-06,"smoking","F01"
"6859","cg20871826",-0.0059,0.001,5e-09,1.4e-06,"smoking","F01"
"6860","cg14074174",-0.0108,0.0018,5.1e-09,1.4e-06,"smoking","F01"
"6861","cg11212234",-0.0095,0.0016,5.1e-09,1.4e-06,"smoking","F01"
"6862","cg07352544",0.0043,7e-04,5.2e-09,1.5e-06,"smoking","F01"
"6863","cg03389164",-0.0057,0.001,5.2e-09,1.5e-06,"smoking","F01"
"6864","cg17333042",-0.0095,0.0016,5.2e-09,1.5e-06,"smoking","F01"
"6865","cg12212103",-0.0048,8e-04,5.2e-09,1.5e-06,"smoking","F01"
"6866","cg00489660",-0.0085,0.0015,5.2e-09,1.5e-06,"smoking","F01"
"6867","cg23688411",-0.0043,7e-04,5.3e-09,1.5e-06,"smoking","F01"
"6868","cg11231349",-0.0207,0.0035,5.3e-09,1.5e-06,"smoking","F01"
"6869","cg11902728",0.0132,0.0023,5.3e-09,1.5e-06,"smoking","F01"
"6870","cg01305745",0.0098,0.0017,5.3e-09,1.5e-06,"smoking","F01"
"6871","cg23598378",0.0074,0.0013,5.4e-09,1.5e-06,"smoking","F01"
"6872","cg16735495",0.0056,0.001,5.4e-09,1.5e-06,"smoking","F01"
"6873","cg02376827",0.0088,0.0015,5.4e-09,1.5e-06,"smoking","F01"
"6874","cg03341377",0.0058,0.001,5.4e-09,1.5e-06,"smoking","F01"
"6875","cg04276005",0.0049,8e-04,5.4e-09,1.5e-06,"smoking","F01"
"6876","cg10510742",-0.0058,0.001,5.4e-09,1.5e-06,"smoking","F01"
"6877","cg07723659",0.0062,0.0011,5.5e-09,1.5e-06,"smoking","F01"
"6878","cg18896032",-0.0065,0.0011,5.5e-09,1.5e-06,"smoking","F01"
"6879","cg19566658",-0.0123,0.0021,5.5e-09,1.5e-06,"smoking","F01"
"6880","cg26937798",-0.0037,6e-04,5.5e-09,1.5e-06,"smoking","F01"
"6881","cg20819617",0.004,7e-04,5.5e-09,1.5e-06,"smoking","F01"
"6882","cg17724147",0.0088,0.0015,5.6e-09,1.5e-06,"smoking","F01"
"6883","cg27467282",0.0092,0.0016,5.6e-09,1.6e-06,"smoking","F01"
"6884","cg13691192",-0.0049,8e-04,5.6e-09,1.6e-06,"smoking","F01"
"6885","cg04424621",-0.0093,0.0016,5.7e-09,1.6e-06,"smoking","F01"
"6886","cg11452501",-0.0111,0.0019,5.8e-09,1.6e-06,"smoking","F01"
"6887","cg07572052",-0.0069,0.0012,5.8e-09,1.6e-06,"smoking","F01"
"6888","cg02634816",-0.0078,0.0013,5.8e-09,1.6e-06,"smoking","F01"
"6889","cg20698421",-0.0236,0.0041,5.8e-09,1.6e-06,"smoking","F01"
"6890","cg20136951",-0.0058,0.001,5.8e-09,1.6e-06,"smoking","F01"
"6891","cg04383058",-0.0107,0.0018,5.8e-09,1.6e-06,"smoking","F01"
"6892","cg27185793",0.0042,7e-04,5.9e-09,1.6e-06,"smoking","F01"
"6893","cg22004069",0.0053,9e-04,5.9e-09,1.6e-06,"smoking","F01"
"6894","cg20697394",0.0063,0.0011,5.9e-09,1.6e-06,"smoking","F01"
"6895","cg05272827",-0.0064,0.0011,5.9e-09,1.6e-06,"smoking","F01"
"6896","cg24163242",0.008,0.0014,5.9e-09,1.6e-06,"smoking","F01"
"6897","cg27182159",-0.0109,0.0019,6e-09,1.6e-06,"smoking","F01"
"6898","cg17485141",0.0038,6e-04,6e-09,1.6e-06,"smoking","F01"
"6899","cg00917251",-0.0064,0.0011,6e-09,1.6e-06,"smoking","F01"
"6900","cg25684105",-0.0067,0.0012,6.1e-09,1.7e-06,"smoking","F01"
"6901","cg07250758",0.0107,0.0018,6.1e-09,1.7e-06,"smoking","F01"
"6902","cg06296597",0.0073,0.0013,6.1e-09,1.7e-06,"smoking","F01"
"6903","cg10025514",-0.003,5e-04,6.1e-09,1.7e-06,"smoking","F01"
"6904","cg15677293",-0.0088,0.0015,6.2e-09,1.7e-06,"smoking","F01"
"6905","cg01005506",-0.0149,0.0026,6.2e-09,1.7e-06,"smoking","F01"
"6906","cg12275060",-0.014,0.0024,6.3e-09,1.7e-06,"smoking","F01"
"6907","cg03519879",-0.012,0.0021,6.3e-09,1.7e-06,"smoking","F01"
"6908","cg05542681",0.0132,0.0023,6.3e-09,1.7e-06,"smoking","F01"
"6909","cg19137417",-0.0123,0.0021,6.4e-09,1.7e-06,"smoking","F01"
"6910","cg02149899",-0.0073,0.0013,6.4e-09,1.7e-06,"smoking","F01"
"6911","cg13745346",-0.0064,0.0011,6.4e-09,1.7e-06,"smoking","F01"
"6912","cg03774988",0.0043,7e-04,6.4e-09,1.8e-06,"smoking","F01"
"6913","cg15736127",0.0059,0.001,6.5e-09,1.8e-06,"smoking","F01"
"6914","cg04716530",-0.0103,0.0018,6.5e-09,1.8e-06,"smoking","F01"
"6915","cg09837977",-0.0142,0.0025,6.8e-09,1.8e-06,"smoking","F01"
"6916","cg00711496",-0.0216,0.0037,6.8e-09,1.8e-06,"smoking","F01"
"6917","cg15951188",-0.0094,0.0016,6.9e-09,1.9e-06,"smoking","F01"
"6918","cg05194346",0.023,0.004,7e-09,1.9e-06,"smoking","F01"
"6919","cg20873136",0.0054,9e-04,7e-09,1.9e-06,"smoking","F01"
"6920","cg10428536",0.0072,0.0012,7e-09,1.9e-06,"smoking","F01"
"6921","cg17518710",0.0101,0.0017,7e-09,1.9e-06,"smoking","F01"
"6922","cg02224369",0.0051,9e-04,7e-09,1.9e-06,"smoking","F01"
"6923","cg26716839",0.003,5e-04,7e-09,1.9e-06,"smoking","F01"
"6924","cg07312601",-0.0072,0.0012,7.1e-09,1.9e-06,"smoking","F01"
"6925","cg10399789",-0.0193,0.0033,7.1e-09,1.9e-06,"smoking","F01"
"6926","cg09676669",0.0047,8e-04,7.2e-09,1.9e-06,"smoking","F01"
"6927","cg24842354",-0.0052,9e-04,7.2e-09,1.9e-06,"smoking","F01"
"6928","cg04881228",-0.0082,0.0014,7.3e-09,2e-06,"smoking","F01"
"6929","cg04011474",-0.0108,0.0019,7.3e-09,2e-06,"smoking","F01"
"6930","cg16589830",0.0095,0.0016,7.4e-09,2e-06,"smoking","F01"
"6931","cg22417398",-0.0041,7e-04,7.4e-09,2e-06,"smoking","F01"
"6932","cg15533023",0.0034,6e-04,7.4e-09,2e-06,"smoking","F01"
"6933","cg10428938",0.0141,0.0024,7.4e-09,2e-06,"smoking","F01"
"6934","cg15270892",0.0057,0.001,7.5e-09,2e-06,"smoking","F01"
"6935","cg05830220",0.0094,0.0016,7.6e-09,2e-06,"smoking","F01"
"6936","cg00806481",-0.0116,0.002,7.6e-09,2e-06,"smoking","F01"
"6937","cg19859698",0.0076,0.0013,7.6e-09,2e-06,"smoking","F01"
"6938","cg20322193",-0.0184,0.0032,7.7e-09,2e-06,"smoking","F01"
"6939","cg13409704",-0.0061,0.0011,7.7e-09,2e-06,"smoking","F01"
"6940","cg06866616",-0.0066,0.0011,7.7e-09,2e-06,"smoking","F01"
"6941","cg11453837",-0.0055,0.001,7.7e-09,2e-06,"smoking","F01"
"6942","cg18708252",-0.0137,0.0024,7.7e-09,2e-06,"smoking","F01"
"6943","cg26102435",0.0059,0.001,7.7e-09,2e-06,"smoking","F01"
"6944","cg04144533",-0.0067,0.0012,7.8e-09,2.1e-06,"smoking","F01"
"6945","cg20707126",-0.0064,0.0011,7.8e-09,2.1e-06,"smoking","F01"
"6946","cg20695936",-0.0038,7e-04,8e-09,2.1e-06,"smoking","F01"
"6947","cg14391586",-0.0076,0.0013,8e-09,2.1e-06,"smoking","F01"
"6948","cg10361922",-0.0079,0.0014,8.1e-09,2.1e-06,"smoking","F01"
"6949","cg24082871",0.0036,6e-04,8.1e-09,2.1e-06,"smoking","F01"
"6950","cg20408175",-0.0047,8e-04,8.1e-09,2.1e-06,"smoking","F01"
"6951","cg06861736",-0.0097,0.0017,8.1e-09,2.1e-06,"smoking","F01"
