"","CpG","Beta","SE","P","FDR","Trait","threshold"
"1830","cg01651915",-0.0248,0.004,5.5e-10,2.1e-07,"smoking","GW"
"1831","cg16937168",-0.0107,0.0017,5.5e-10,2.1e-07,"smoking","GW"
"1832","cg10479082",0.0063,0.001,5.5e-10,2.1e-07,"smoking","GW"
"1833","cg12166476",0.0137,0.0022,5.6e-10,2.1e-07,"smoking","GW"
"1834","cg21434376",0.0132,0.0021,5.6e-10,2.1e-07,"smoking","GW"
"1835","cg07450086",-0.0102,0.0017,5.6e-10,2.1e-07,"smoking","GW"
"1836","cg19827923",-0.0119,0.0019,5.6e-10,2.1e-07,"smoking","GW"
"1837","cg03646329",-0.0244,0.0039,5.6e-10,2.1e-07,"smoking","GW"
"1838","cg16269733",-0.0122,0.002,5.7e-10,2.1e-07,"smoking","GW"
"1839","cg06283478",0.0073,0.0012,5.8e-10,2.2e-07,"smoking","GW"
"1840","cg11419064",0.0042,7e-04,5.8e-10,2.2e-07,"smoking","GW"
"1841","cg12622182",-0.0097,0.0016,5.9e-10,2.2e-07,"smoking","GW"
"1842","cg14906103",0.0085,0.0014,5.9e-10,2.2e-07,"smoking","GW"
"1843","cg05135521",-0.0191,0.0031,5.9e-10,2.2e-07,"smoking","GW"
"1844","cg18369034",-0.0162,0.0026,6.1e-10,2.2e-07,"smoking","GW"
"1845","cg13257421",0.0076,0.0012,6.1e-10,2.2e-07,"smoking","GW"
"1846","cg24448421",0.0154,0.0025,6.1e-10,2.2e-07,"smoking","GW"
"1847","cg27583010",-0.0072,0.0012,6.1e-10,2.2e-07,"smoking","GW"
"1848","cg00808648",0.0065,0.0011,6.1e-10,2.3e-07,"smoking","GW"
"1849","cg14089503",-0.0121,0.002,6.1e-10,2.3e-07,"smoking","GW"
"1850","cg06688763",0.02,0.0032,6.2e-10,2.3e-07,"smoking","GW"
"1851","cg07751331",-0.0089,0.0014,6.2e-10,2.3e-07,"smoking","GW"
"1852","cg03836615",0.0052,8e-04,6.2e-10,2.3e-07,"smoking","GW"
"1853","cg27178191",0.0089,0.0014,6.2e-10,2.3e-07,"smoking","GW"
"1854","cg01423695",0.0064,0.001,6.3e-10,2.3e-07,"smoking","GW"
"1855","cg15234271",0.0046,7e-04,6.3e-10,2.3e-07,"smoking","GW"
"1856","cg07651540",0.0066,0.0011,6.3e-10,2.3e-07,"smoking","GW"
"1857","cg03832440",-0.0126,0.002,6.3e-10,2.3e-07,"smoking","GW"
"1858","cg18547299",0.0048,8e-04,6.3e-10,2.3e-07,"smoking","GW"
"1859","cg27262054",-0.0158,0.0026,6.4e-10,2.3e-07,"smoking","GW"
"1860","cg05228408",-0.0085,0.0014,6.4e-10,2.3e-07,"smoking","GW"
"1861","cg02782510",0.0058,9e-04,6.4e-10,2.3e-07,"smoking","GW"
"1862","cg14539422",0.0033,5e-04,6.4e-10,2.3e-07,"smoking","GW"
"1863","cg11134246",0.0058,9e-04,6.5e-10,2.4e-07,"smoking","GW"
"1864","cg17819085",-0.0095,0.0015,6.7e-10,2.4e-07,"smoking","GW"
"1865","cg26219182",-0.0038,6e-04,6.7e-10,2.4e-07,"smoking","GW"
"1866","cg11551464",0.0066,0.0011,6.7e-10,2.4e-07,"smoking","GW"
"1867","cg02385153",0.0107,0.0017,6.8e-10,2.5e-07,"smoking","GW"
"1868","cg13707943",-0.0066,0.0011,6.8e-10,2.5e-07,"smoking","GW"
"1869","cg04704634",0.0076,0.0012,6.9e-10,2.5e-07,"smoking","GW"
"1870","cg09762021",0.0075,0.0012,7.1e-10,2.5e-07,"smoking","GW"
"1871","cg10255761",-0.0145,0.0023,7.2e-10,2.6e-07,"smoking","GW"
"1872","cg18082788",-0.0167,0.0027,7.2e-10,2.6e-07,"smoking","GW"
"1873","cg19529732",0.0067,0.0011,7.2e-10,2.6e-07,"smoking","GW"
"1874","cg26640901",-0.0058,9e-04,7.2e-10,2.6e-07,"smoking","GW"
"1875","cg23672278",-0.009,0.0015,7.2e-10,2.6e-07,"smoking","GW"
"1876","cg21345826",0.005,8e-04,7.3e-10,2.6e-07,"smoking","GW"
"1877","cg04040925",0.0033,5e-04,7.3e-10,2.6e-07,"smoking","GW"
"1878","cg22875823",-0.0082,0.0013,7.5e-10,2.7e-07,"smoking","GW"
"1879","cg02104962",-0.0065,0.0011,7.5e-10,2.7e-07,"smoking","GW"
"1880","cg11827514",-0.0216,0.0035,7.5e-10,2.7e-07,"smoking","GW"
"1881","cg18006990",-0.0069,0.0011,7.6e-10,2.7e-07,"smoking","GW"
"1882","cg08940075",0.0061,0.001,7.6e-10,2.7e-07,"smoking","GW"
"1883","cg14635659",-0.0039,6e-04,7.6e-10,2.7e-07,"smoking","GW"
"1884","cg20469837",0.0077,0.0013,7.7e-10,2.8e-07,"smoking","GW"
"1885","cg23094674",0.0042,7e-04,7.8e-10,2.8e-07,"smoking","GW"
"1886","cg00177243",0.017,0.0028,7.8e-10,2.8e-07,"smoking","GW"
"1887","cg25292882",-0.0135,0.0022,7.8e-10,2.8e-07,"smoking","GW"
"1888","cg00233633",0.0039,6e-04,7.8e-10,2.8e-07,"smoking","GW"
"1889","cg14330293",0.0064,0.001,7.8e-10,2.8e-07,"smoking","GW"
"1890","cg05802386",-0.0084,0.0014,7.9e-10,2.8e-07,"smoking","GW"
"1891","cg04701628",0.0051,8e-04,8e-10,2.8e-07,"smoking","GW"
"1892","cg03958308",-0.0171,0.0028,8e-10,2.8e-07,"smoking","GW"
"1893","cg01300096",-0.0074,0.0012,8e-10,2.8e-07,"smoking","GW"
"1894","cg20468883",-0.0076,0.0012,8.1e-10,2.9e-07,"smoking","GW"
"1895","cg18335991",-0.0135,0.0022,8.1e-10,2.9e-07,"smoking","GW"
"1896","cg08022502",-0.0068,0.0011,8.2e-10,2.9e-07,"smoking","GW"
"1897","cg06235438",-0.0144,0.0023,8.4e-10,2.9e-07,"smoking","GW"
"1898","cg01207684",-0.0246,0.004,8.4e-10,2.9e-07,"smoking","GW"
"1899","cg18028767",0.0069,0.0011,8.5e-10,3e-07,"smoking","GW"
"1900","cg00324097",-0.0121,0.002,8.6e-10,3e-07,"smoking","GW"
"1901","cg22014430",-0.0052,8e-04,8.7e-10,3e-07,"smoking","GW"
"1902","cg17975379",0.005,8e-04,8.7e-10,3.1e-07,"smoking","GW"
"1903","cg12336777",0.0068,0.0011,8.8e-10,3.1e-07,"smoking","GW"
"1904","cg22069247",0.0087,0.0014,8.8e-10,3.1e-07,"smoking","GW"
"1905","cg03446062",0.0073,0.0012,9.1e-10,3.2e-07,"smoking","GW"
"1906","cg10908953",-0.0061,0.001,9.3e-10,3.3e-07,"smoking","GW"
"1907","cg16702313",-0.0081,0.0013,9.5e-10,3.3e-07,"smoking","GW"
"1908","cg03234777",-0.0132,0.0022,9.5e-10,3.3e-07,"smoking","GW"
"1909","cg16340422",0.0182,0.003,9.6e-10,3.3e-07,"smoking","GW"
"1910","cg07986378",-0.029,0.0047,9.6e-10,3.3e-07,"smoking","GW"
"1911","cg09825327",-0.005,8e-04,9.7e-10,3.4e-07,"smoking","GW"
"1912","cg03970900",0.0133,0.0022,9.7e-10,3.4e-07,"smoking","GW"
"1913","cg15777760",-0.0115,0.0019,9.9e-10,3.4e-07,"smoking","GW"
"1914","cg04163119",-0.0043,7e-04,9.9e-10,3.4e-07,"smoking","GW"
"1915","cg26703507",-0.0202,0.0033,9.9e-10,3.4e-07,"smoking","GW"
"1916","cg27633342",0.0067,0.0011,1e-09,3.5e-07,"smoking","GW"
"1917","cg23387863",0.0086,0.0014,1e-09,3.5e-07,"smoking","GW"
"1918","cg06483559",-0.006,0.001,1e-09,3.5e-07,"smoking","GW"
"1919","cg03707168",-0.0285,0.0047,1e-09,3.5e-07,"smoking","GW"
"1920","cg18828619",-0.0066,0.0011,1e-09,3.5e-07,"smoking","GW"
"1921","cg11344533",-0.0098,0.0016,1e-09,3.5e-07,"smoking","GW"
"1922","cg26995224",-0.0212,0.0035,1e-09,3.5e-07,"smoking","GW"
"1923","cg09084391",-0.0114,0.0019,1e-09,3.6e-07,"smoking","GW"
"1924","cg11824827",0.0132,0.0022,1e-09,3.6e-07,"smoking","GW"
"1925","cg09762515",0.0154,0.0025,1e-09,3.6e-07,"smoking","GW"
"1926","cg05047401",0.0118,0.0019,1.1e-09,3.6e-07,"smoking","GW"
"1927","cg21268659",0.0051,8e-04,1.1e-09,3.6e-07,"smoking","GW"
"1928","cg06214925",-0.0059,0.001,1.1e-09,3.6e-07,"smoking","GW"
"1929","cg03340878",-0.0204,0.0033,1.1e-09,3.6e-07,"smoking","GW"
"1930","cg17422460",-0.012,0.002,1.1e-09,3.6e-07,"smoking","GW"
"1931","cg07471614",-0.0079,0.0013,1.1e-09,3.6e-07,"smoking","GW"
"1932","cg24105081",-0.0138,0.0023,1.1e-09,3.6e-07,"smoking","GW"
"1933","cg19197419",-0.0133,0.0022,1.1e-09,3.6e-07,"smoking","GW"
"1934","cg03466562",-0.0046,8e-04,1.1e-09,3.7e-07,"smoking","GW"
"1935","cg04481603",-0.0067,0.0011,1.1e-09,3.7e-07,"smoking","GW"
"1936","cg22160883",-0.0062,0.001,1.1e-09,3.7e-07,"smoking","GW"
"1937","cg02032558",-0.0127,0.0021,1.1e-09,3.7e-07,"smoking","GW"
"1938","cg25011395",-0.0045,7e-04,1.1e-09,3.7e-07,"smoking","GW"
"1939","cg20853880",-0.0112,0.0018,1.1e-09,3.7e-07,"smoking","GW"
"1940","cg18262201",-0.012,0.002,1.1e-09,3.7e-07,"smoking","GW"
"1941","cg05099952",-0.0064,0.0011,1.1e-09,3.8e-07,"smoking","GW"
"1942","cg20059377",-0.008,0.0013,1.1e-09,3.8e-07,"smoking","GW"
"1943","cg09350536",-0.0076,0.0012,1.1e-09,3.8e-07,"smoking","GW"
"1944","cg03519967",0.0098,0.0016,1.2e-09,3.9e-07,"smoking","GW"
"1945","cg06738169",-0.0074,0.0012,1.2e-09,3.9e-07,"smoking","GW"
"1946","cg17900199",-0.0067,0.0011,1.2e-09,3.9e-07,"smoking","GW"
"1947","cg05051464",-0.0046,8e-04,1.2e-09,3.9e-07,"smoking","GW"
"1948","cg18824446",-0.0101,0.0017,1.2e-09,4e-07,"smoking","GW"
"1949","cg00953154",-0.0027,4e-04,1.2e-09,4e-07,"smoking","GW"
"1950","cg08243524",-0.0136,0.0022,1.2e-09,4e-07,"smoking","GW"
"1951","cg01601926",-0.0048,8e-04,1.2e-09,4.1e-07,"smoking","GW"
"1952","cg07123182",-0.0111,0.0018,1.2e-09,4.1e-07,"smoking","GW"
"1953","cg15059065",-0.016,0.0026,1.2e-09,4.1e-07,"smoking","GW"
"1954","cg05058354",-0.007,0.0012,1.2e-09,4.1e-07,"smoking","GW"
"1955","cg22705959",-0.0094,0.0016,1.2e-09,4.1e-07,"smoking","GW"
"1956","cg16353615",0.0083,0.0014,1.2e-09,4.1e-07,"smoking","GW"
"1957","cg11940960",-0.0086,0.0014,1.2e-09,4.1e-07,"smoking","GW"
"1958","cg25221975",0.0101,0.0017,1.3e-09,4.2e-07,"smoking","GW"
"1959","cg11601297",-0.0077,0.0013,1.3e-09,4.2e-07,"smoking","GW"
"1960","cg17207590",0.0096,0.0016,1.3e-09,4.2e-07,"smoking","GW"
"1961","cg05138138",-0.0046,8e-04,1.3e-09,4.2e-07,"smoking","GW"
"1962","cg04545963",-0.0128,0.0021,1.3e-09,4.2e-07,"smoking","GW"
"1963","cg24847230",-0.0045,7e-04,1.3e-09,4.3e-07,"smoking","GW"
"1964","cg13541527",-0.024,0.004,1.3e-09,4.3e-07,"smoking","GW"
"1965","cg01465596",0.0109,0.0018,1.3e-09,4.3e-07,"smoking","GW"
"1966","cg04907244",-0.0129,0.0021,1.3e-09,4.3e-07,"smoking","GW"
"1967","cg16037981",0.0048,8e-04,1.3e-09,4.3e-07,"smoking","GW"
"1968","cg18394567",-0.0071,0.0012,1.3e-09,4.3e-07,"smoking","GW"
"1969","cg05460226",-0.0209,0.0034,1.3e-09,4.4e-07,"smoking","GW"
"1970","cg16903811",-0.0094,0.0016,1.3e-09,4.4e-07,"smoking","GW"
"1971","cg17933936",-0.0054,9e-04,1.4e-09,4.5e-07,"smoking","GW"
"1972","cg09588020",-0.0079,0.0013,1.4e-09,4.5e-07,"smoking","GW"
"1973","cg25962015",-0.0136,0.0022,1.4e-09,4.5e-07,"smoking","GW"
"1974","cg14880079",0.0053,9e-04,1.4e-09,4.5e-07,"smoking","GW"
"1975","cg20563269",-0.017,0.0028,1.4e-09,4.6e-07,"smoking","GW"
"1976","cg02646073",0.0058,0.001,1.4e-09,4.7e-07,"smoking","GW"
"1977","cg02871659",-0.0144,0.0024,1.4e-09,4.7e-07,"smoking","GW"
"1978","cg03373393",-0.0078,0.0013,1.5e-09,4.8e-07,"smoking","GW"
"1979","cg24931658",-0.0142,0.0023,1.5e-09,4.8e-07,"smoking","GW"
"1980","cg25205699",0.0041,7e-04,1.5e-09,4.8e-07,"smoking","GW"
"1981","cg12459502",0.0074,0.0012,1.5e-09,4.9e-07,"smoking","GW"
"1982","cg21681705",0.0116,0.0019,1.5e-09,5e-07,"smoking","GW"
"1983","cg15636519",-0.0123,0.002,1.5e-09,5e-07,"smoking","GW"
"1984","cg02187196",-0.0088,0.0014,1.5e-09,5e-07,"smoking","GW"
"1985","cg17065712",-0.0062,0.001,1.5e-09,5e-07,"smoking","GW"
"1986","cg04761746",-0.0085,0.0014,1.6e-09,5e-07,"smoking","GW"
"1987","cg04685387",-0.0134,0.0022,1.6e-09,5.1e-07,"smoking","GW"
"1988","cg16651552",0.0075,0.0012,1.6e-09,5.1e-07,"smoking","GW"
"1989","cg11527913",-0.0067,0.0011,1.6e-09,5.1e-07,"smoking","GW"
"1990","cg22035959",-0.0057,0.001,1.6e-09,5.1e-07,"smoking","GW"
"1991","cg01715384",0.0053,9e-04,1.6e-09,5.1e-07,"smoking","GW"
"1992","cg23290456",-0.0027,4e-04,1.6e-09,5.1e-07,"smoking","GW"
"1993","cg19641804",-0.0088,0.0015,1.6e-09,5.2e-07,"smoking","GW"
"1994","cg05526498",0.0051,8e-04,1.6e-09,5.3e-07,"smoking","GW"
"1995","cg07743805",0.0056,9e-04,1.6e-09,5.3e-07,"smoking","GW"
"1996","cg02629070",0.0073,0.0012,1.6e-09,5.3e-07,"smoking","GW"
"1997","cg14179389",-0.0237,0.0039,1.7e-09,5.3e-07,"smoking","GW"
"1998","cg22928954",-0.0104,0.0017,1.7e-09,5.3e-07,"smoking","GW"
"1999","cg23615741",-0.0204,0.0034,1.7e-09,5.4e-07,"smoking","GW"
"2000","cg10858677",-0.0151,0.0025,1.7e-09,5.4e-07,"smoking","GW"
"2001","cg01882991",-0.0151,0.0025,1.7e-09,5.4e-07,"smoking","GW"
"2002","cg08766770",0.0056,9e-04,1.7e-09,5.4e-07,"smoking","GW"
"2003","cg07873128",0.0043,7e-04,1.7e-09,5.4e-07,"smoking","GW"
"2004","cg03127898",0.0068,0.0011,1.7e-09,5.5e-07,"smoking","GW"
"2005","cg13652493",-0.0027,4e-04,1.7e-09,5.5e-07,"smoking","GW"
"2006","cg20438687",-0.0125,0.0021,1.7e-09,5.5e-07,"smoking","GW"
"2007","cg11550064",0.0063,0.001,1.7e-09,5.5e-07,"smoking","GW"
"2008","cg00540464",-0.0052,9e-04,1.7e-09,5.5e-07,"smoking","GW"
"2009","cg24711224",-0.0059,0.001,1.7e-09,5.6e-07,"smoking","GW"
"2010","cg10993442",-0.0053,9e-04,1.8e-09,5.6e-07,"smoking","GW"
"2011","cg02507296",-0.0061,0.001,1.8e-09,5.7e-07,"smoking","GW"
"2012","cg19618279",-0.0057,0.001,1.8e-09,5.7e-07,"smoking","GW"
"2013","cg04276669",0.0045,7e-04,1.8e-09,5.7e-07,"smoking","GW"
"2014","cg03884592",0.0264,0.0044,1.8e-09,5.8e-07,"smoking","GW"
"2015","cg04411044",-0.014,0.0023,1.8e-09,5.8e-07,"smoking","GW"
"2016","cg21834204",0.0074,0.0012,1.8e-09,5.8e-07,"smoking","GW"
"2017","cg04813697",-0.0177,0.0029,1.8e-09,5.8e-07,"smoking","GW"
"2018","cg16767506",0.0068,0.0011,1.8e-09,5.9e-07,"smoking","GW"
"2019","cg24908166",-0.0085,0.0014,1.9e-09,5.9e-07,"smoking","GW"
"2020","cg05396397",0.0164,0.0027,1.9e-09,5.9e-07,"smoking","GW"
"2021","cg17560073",0.0091,0.0015,1.9e-09,5.9e-07,"smoking","GW"
"2022","cg06361405",0.0028,5e-04,1.9e-09,5.9e-07,"smoking","GW"
"2023","cg22678092",-0.0088,0.0015,1.9e-09,6e-07,"smoking","GW"
"2024","cg19211915",0.007,0.0012,1.9e-09,6e-07,"smoking","GW"
"2025","cg07044859",-0.0179,0.003,1.9e-09,6e-07,"smoking","GW"
"2026","cg20892260",0.0047,8e-04,1.9e-09,6e-07,"smoking","GW"
"2027","cg27618939",0.0074,0.0012,1.9e-09,6e-07,"smoking","GW"
"2028","cg08867399",-0.0178,0.003,1.9e-09,6e-07,"smoking","GW"
"2029","cg05534710",0.003,5e-04,1.9e-09,6e-07,"smoking","GW"
"2030","cg24142464",-0.007,0.0012,1.9e-09,6.1e-07,"smoking","GW"
"2031","cg14010720",-0.0086,0.0014,2e-09,6.2e-07,"smoking","GW"
"2032","cg09635954",-0.0163,0.0027,2e-09,6.2e-07,"smoking","GW"
"2033","cg27628849",0.0057,0.001,2e-09,6.4e-07,"smoking","GW"
"2034","cg27310486",0.0045,7e-04,2.1e-09,6.5e-07,"smoking","GW"
"2035","cg17298925",0.0156,0.0026,2.1e-09,6.5e-07,"smoking","GW"
"2036","cg14741228",-0.0086,0.0014,2.1e-09,6.6e-07,"smoking","GW"
"2037","cg18991417",0.0123,0.0021,2.1e-09,6.6e-07,"smoking","GW"
"2038","cg06433467",-0.0096,0.0016,2.1e-09,6.7e-07,"smoking","GW"
"2039","cg12298445",-0.0053,9e-04,2.1e-09,6.7e-07,"smoking","GW"
"2040","cg27006914",-0.0068,0.0011,2.2e-09,6.8e-07,"smoking","GW"
"2041","cg19300307",-0.0048,8e-04,2.2e-09,6.8e-07,"smoking","GW"
"2042","cg27560367",-0.0056,9e-04,2.2e-09,6.8e-07,"smoking","GW"
"2043","cg09977376",0.0035,6e-04,2.2e-09,6.9e-07,"smoking","GW"
"2044","cg22858500",-0.0152,0.0025,2.2e-09,7e-07,"smoking","GW"
"2045","cg21587837",-0.0067,0.0011,2.2e-09,7e-07,"smoking","GW"
"2046","cg05093686",-0.0048,8e-04,2.3e-09,7e-07,"smoking","GW"
"2047","cg19030554",-0.0141,0.0024,2.3e-09,7e-07,"smoking","GW"
"2048","cg16219322",-0.008,0.0013,2.3e-09,7.1e-07,"smoking","GW"
"2049","cg06478823",0.0077,0.0013,2.3e-09,7.1e-07,"smoking","GW"
"2050","cg11152384",-0.0094,0.0016,2.3e-09,7.1e-07,"smoking","GW"
"2051","cg13633560",-0.0153,0.0026,2.3e-09,7.2e-07,"smoking","GW"
"2052","cg11599718",0.0051,9e-04,2.4e-09,7.3e-07,"smoking","GW"
"2053","cg14687145",0.0066,0.0011,2.4e-09,7.3e-07,"smoking","GW"
"2054","cg21334048",-0.0062,0.001,2.4e-09,7.3e-07,"smoking","GW"
"2055","cg20272648",-0.0047,8e-04,2.4e-09,7.3e-07,"smoking","GW"
"2056","cg26585644",-0.0058,0.001,2.4e-09,7.3e-07,"smoking","GW"
"2057","cg09611599",0.0222,0.0037,2.4e-09,7.4e-07,"smoking","GW"
"2058","cg11270278",-0.0071,0.0012,2.4e-09,7.5e-07,"smoking","GW"
"2059","cg00981651",0.0034,6e-04,2.5e-09,7.6e-07,"smoking","GW"
"2060","cg06638433",-0.005,8e-04,2.5e-09,7.6e-07,"smoking","GW"
"2061","cg03864215",-0.006,0.001,2.5e-09,7.7e-07,"smoking","GW"
"2062","cg17823346",-0.0128,0.0021,2.5e-09,7.7e-07,"smoking","GW"
"2063","cg17551891",-0.0214,0.0036,2.5e-09,7.7e-07,"smoking","GW"
"2064","cg00198594",0.0038,6e-04,2.6e-09,7.9e-07,"smoking","GW"
"2065","cg03833097",-0.0061,0.001,2.6e-09,7.9e-07,"smoking","GW"
"2066","cg06599169",-0.0103,0.0017,2.6e-09,8e-07,"smoking","GW"
"2067","cg27488095",-0.0043,7e-04,2.7e-09,8.1e-07,"smoking","GW"
"2068","cg18676273",-0.012,0.002,2.7e-09,8.2e-07,"smoking","GW"
"2069","cg12494529",-0.0072,0.0012,2.7e-09,8.3e-07,"smoking","GW"
"2070","cg19555708",-0.0087,0.0015,2.7e-09,8.3e-07,"smoking","GW"
"2071","cg00759807",-0.0065,0.0011,2.7e-09,8.3e-07,"smoking","GW"
"2072","cg07278634",0.0084,0.0014,2.8e-09,8.4e-07,"smoking","GW"
"2073","cg14023239",0.0026,4e-04,2.8e-09,8.5e-07,"smoking","GW"
"2074","cg18651578",0.0051,9e-04,2.8e-09,8.5e-07,"smoking","GW"
"2075","cg07504763",-0.0066,0.0011,2.8e-09,8.5e-07,"smoking","GW"
"2076","cg13782301",0.0128,0.0022,2.8e-09,8.5e-07,"smoking","GW"
"2077","cg13642872",-0.0108,0.0018,2.8e-09,8.5e-07,"smoking","GW"
"2078","cg02373104",0.0046,8e-04,2.8e-09,8.6e-07,"smoking","GW"
"2079","cg26070757",0.0051,9e-04,2.9e-09,8.6e-07,"smoking","GW"
"2080","cg08256536",-0.0071,0.0012,2.9e-09,8.7e-07,"smoking","GW"
"2081","cg05487507",-0.012,0.002,2.9e-09,8.8e-07,"smoking","GW"
"2082","cg21691065",0.0055,9e-04,2.9e-09,8.8e-07,"smoking","GW"
"2083","cg26900995",-0.0097,0.0016,2.9e-09,8.9e-07,"smoking","GW"
"2084","cg09651136",0.0077,0.0013,3e-09,8.9e-07,"smoking","GW"
"2085","cg25649826",-0.0053,9e-04,3e-09,9.1e-07,"smoking","GW"
"2086","cg13464337",-0.0083,0.0014,3e-09,9.1e-07,"smoking","GW"
"2087","cg21756476",0.0172,0.0029,3.1e-09,9.2e-07,"smoking","GW"
"2088","cg22849665",-0.0141,0.0024,3.1e-09,9.2e-07,"smoking","GW"
"2089","cg13545717",0.0061,0.001,3.1e-09,9.2e-07,"smoking","GW"
"2090","cg04134748",0.0138,0.0023,3.1e-09,9.2e-07,"smoking","GW"
"2091","cg16755833",0.0056,0.001,3.2e-09,9.6e-07,"smoking","GW"
"2092","cg23720331",0.0025,4e-04,3.2e-09,9.6e-07,"smoking","GW"
"2093","cg05485379",-0.0022,4e-04,3.3e-09,9.7e-07,"smoking","GW"
"2094","cg10629249",-0.0062,0.001,3.3e-09,9.7e-07,"smoking","GW"
"2095","cg25537245",-0.0057,0.001,3.3e-09,9.9e-07,"smoking","GW"
"2096","cg11095027",0.0124,0.0021,3.4e-09,1e-06,"smoking","GW"
"2097","cg01782024",0.006,0.001,3.4e-09,1e-06,"smoking","GW"
"2098","cg06700877",-0.0088,0.0015,3.4e-09,1e-06,"smoking","GW"
"2099","cg13834112",0.0131,0.0022,3.5e-09,1e-06,"smoking","GW"
"2100","cg25923345",-0.0032,5e-04,3.5e-09,1e-06,"smoking","GW"
"2101","cg05946118",-0.0044,7e-04,3.5e-09,1e-06,"smoking","GW"
"2102","cg20533899",-0.0081,0.0014,3.5e-09,1e-06,"smoking","GW"
"2103","cg06866033",-0.0101,0.0017,3.6e-09,1.1e-06,"smoking","GW"
"2104","cg15074033",0.0069,0.0012,3.6e-09,1.1e-06,"smoking","GW"
"2105","cg25064552",-0.0079,0.0013,3.6e-09,1.1e-06,"smoking","GW"
"2106","cg17323704",-0.0019,3e-04,3.6e-09,1.1e-06,"smoking","GW"
"2107","cg06599908",0.0117,0.002,3.7e-09,1.1e-06,"smoking","GW"
"2108","cg07996785",0.0029,5e-04,3.7e-09,1.1e-06,"smoking","GW"
"2109","cg06577850",-0.0115,0.002,3.7e-09,1.1e-06,"smoking","GW"
"2110","cg05660670",0.0033,6e-04,3.7e-09,1.1e-06,"smoking","GW"
"2111","cg10359157",-0.0087,0.0015,3.7e-09,1.1e-06,"smoking","GW"
"2112","cg13787850",-0.0187,0.0032,3.8e-09,1.1e-06,"smoking","GW"
"2113","cg06648759",0.0125,0.0021,3.8e-09,1.1e-06,"smoking","GW"
"2114","cg08239426",0.0057,0.001,3.8e-09,1.1e-06,"smoking","GW"
"2115","cg21067023",-0.0163,0.0028,3.8e-09,1.1e-06,"smoking","GW"
"2116","cg13795986",-0.012,0.002,3.9e-09,1.1e-06,"smoking","GW"
"2117","cg14021478",-0.0087,0.0015,3.9e-09,1.1e-06,"smoking","GW"
"2118","cg06762457",-0.0192,0.0033,3.9e-09,1.1e-06,"smoking","GW"
"2119","cg20309891",-0.007,0.0012,4e-09,1.2e-06,"smoking","GW"
"2120","cg15935121",0.0068,0.0012,4e-09,1.2e-06,"smoking","GW"
"2121","cg19022697",-0.0176,0.003,4e-09,1.2e-06,"smoking","GW"
"2122","cg25818583",-0.015,0.0025,4e-09,1.2e-06,"smoking","GW"
"2123","cg06795233",0.0119,0.002,4e-09,1.2e-06,"smoking","GW"
"2124","cg04221461",0.0127,0.0022,4e-09,1.2e-06,"smoking","GW"
"2125","cg00116430",-0.0197,0.0034,4.1e-09,1.2e-06,"smoking","GW"
"2126","cg18806997",-0.0093,0.0016,4.1e-09,1.2e-06,"smoking","GW"
"2127","cg08361238",-0.0059,0.001,4.1e-09,1.2e-06,"smoking","GW"
"2128","cg00326958",-0.0101,0.0017,4.1e-09,1.2e-06,"smoking","GW"
"2129","cg07556018",0.0119,0.002,4.1e-09,1.2e-06,"smoking","GW"
"2130","cg06649191",0.0033,6e-04,4.2e-09,1.2e-06,"smoking","GW"
"2131","cg27443779",-0.004,7e-04,4.2e-09,1.2e-06,"smoking","GW"
"2132","cg16237191",0.0117,0.002,4.2e-09,1.2e-06,"smoking","GW"
"2133","cg27430293",0.0158,0.0027,4.3e-09,1.2e-06,"smoking","GW"
"2134","cg03710029",0.0054,9e-04,4.3e-09,1.2e-06,"smoking","GW"
"2135","cg17861836",-0.0141,0.0024,4.3e-09,1.3e-06,"smoking","GW"
"2136","cg22283754",-0.0033,6e-04,4.3e-09,1.3e-06,"smoking","GW"
"2137","cg16320419",-0.0078,0.0013,4.4e-09,1.3e-06,"smoking","GW"
"2138","cg08817867",0.0049,8e-04,4.4e-09,1.3e-06,"smoking","GW"
"2139","cg25947283",-0.0042,7e-04,4.4e-09,1.3e-06,"smoking","GW"
"2140","cg03877174",0.0104,0.0018,4.5e-09,1.3e-06,"smoking","GW"
"2141","cg11375458",-0.0056,0.001,4.5e-09,1.3e-06,"smoking","GW"
"2142","cg22797644",-0.0079,0.0013,4.5e-09,1.3e-06,"smoking","GW"
"2143","cg16541026",-0.0117,0.002,4.6e-09,1.3e-06,"smoking","GW"
"2144","cg25347941",0.0076,0.0013,4.6e-09,1.3e-06,"smoking","GW"
"2145","cg27405731",0.0153,0.0026,4.6e-09,1.3e-06,"smoking","GW"
"2146","cg08409562",0.0071,0.0012,4.6e-09,1.3e-06,"smoking","GW"
"2147","cg10676309",0.0051,9e-04,4.6e-09,1.3e-06,"smoking","GW"
"2148","cg22103219",-0.0165,0.0028,4.7e-09,1.3e-06,"smoking","GW"
"2149","cg17588293",0.0025,4e-04,4.7e-09,1.3e-06,"smoking","GW"
"2150","cg05394800",-0.006,0.001,4.7e-09,1.3e-06,"smoking","GW"
"2151","cg13751330",-0.0038,6e-04,4.8e-09,1.4e-06,"smoking","GW"
"2152","cg23169111",0.0088,0.0015,4.8e-09,1.4e-06,"smoking","GW"
"2153","cg06418475",-0.0128,0.0022,4.9e-09,1.4e-06,"smoking","GW"
