"","CpG","Beta","SE","P","FDR","Trait","threshold"
"10284","cg25653947",0.0043,9e-04,2e-06,2e-04,"smoking","F005"
"10285","cg21800196",-0.0067,0.0014,2e-06,2e-04,"smoking","F005"
"10286","cg13033858",-0.0106,0.0022,2e-06,2e-04,"smoking","F005"
"10287","cg20456243",-0.0081,0.0017,2e-06,2e-04,"smoking","F005"
"10288","cg10323697",0.0041,9e-04,2e-06,2e-04,"smoking","F005"
"10289","cg27395200",-0.0057,0.0012,2e-06,2e-04,"smoking","F005"
"10290","cg01876978",-0.0043,9e-04,2e-06,2e-04,"smoking","F005"
"10291","cg05460571",-0.0052,0.0011,2e-06,2e-04,"smoking","F005"
"10292","cg09043511",-0.0065,0.0014,2e-06,2e-04,"smoking","F005"
"10293","cg08815110",-0.0053,0.0011,2e-06,2e-04,"smoking","F005"
"10294","cg22699026",0.0026,6e-04,2e-06,2e-04,"smoking","F005"
"10295","cg01351315",0.0044,9e-04,2e-06,2e-04,"smoking","F005"
"10296","cg07948875",0.0096,0.002,2e-06,2e-04,"smoking","F005"
"10297","cg08076437",0.0059,0.0013,2.1e-06,2e-04,"smoking","F005"
"10298","cg03206681",0.0042,9e-04,2.1e-06,2e-04,"smoking","F005"
"10299","cg01158574",0.003,6e-04,2.1e-06,2e-04,"smoking","F005"
"10300","cg15787039",0.0064,0.0014,2.1e-06,2e-04,"smoking","F005"
"10301","cg21996227",0.0016,3e-04,2.1e-06,2e-04,"smoking","F005"
"10302","cg15090440",-0.0112,0.0024,2.1e-06,2e-04,"smoking","F005"
"10303","cg25316484",-0.0055,0.0012,2.1e-06,2e-04,"smoking","F005"
"10304","cg27659768",0.0074,0.0016,2.1e-06,2e-04,"smoking","F005"
"10305","cg03603381",-0.0088,0.0018,2.1e-06,2e-04,"smoking","F005"
"10306","cg05702747",0.0018,4e-04,2.1e-06,2e-04,"smoking","F005"
"10307","cg02101876",0.0049,0.001,2.1e-06,2e-04,"smoking","F005"
"10308","cg04109655",0.0031,7e-04,2.1e-06,2e-04,"smoking","F005"
"10309","cg14507891",-0.0039,8e-04,2.1e-06,2e-04,"smoking","F005"
"10310","cg21828716",-0.0082,0.0017,2.1e-06,2e-04,"smoking","F005"
"10311","cg14821257",-0.0082,0.0017,2.1e-06,2e-04,"smoking","F005"
"10312","cg00491064",-0.0039,8e-04,2.1e-06,2e-04,"smoking","F005"
"10313","cg27631057",-0.0069,0.0015,2.1e-06,2e-04,"smoking","F005"
"10314","cg12771187",0.0088,0.0018,2.1e-06,2e-04,"smoking","F005"
"10315","cg12873919",-0.0052,0.0011,2.1e-06,2e-04,"smoking","F005"
"10316","cg19453742",0.0028,6e-04,2.1e-06,2e-04,"smoking","F005"
"10317","cg07719172",0.0059,0.0012,2.1e-06,2e-04,"smoking","F005"
"10318","cg18677603",0.007,0.0015,2.1e-06,2e-04,"smoking","F005"
"10319","cg17560136",-0.0066,0.0014,2.1e-06,2e-04,"smoking","F005"
"10320","cg11645556",0.0034,7e-04,2.1e-06,2e-04,"smoking","F005"
"10321","cg07226964",-0.0022,5e-04,2.1e-06,2e-04,"smoking","F005"
"10322","cg14495953",0.0072,0.0015,2.1e-06,2e-04,"smoking","F005"
"10323","cg19272266",-0.0058,0.0012,2.1e-06,2e-04,"smoking","F005"
"10324","cg12639429",-0.0055,0.0012,2.1e-06,2e-04,"smoking","F005"
"10325","cg26189021",-0.0062,0.0013,2.2e-06,2e-04,"smoking","F005"
"10326","cg21304158",-0.0038,8e-04,2.2e-06,2e-04,"smoking","F005"
"10327","cg04923845",0.0018,4e-04,2.2e-06,2e-04,"smoking","F005"
"10328","cg02110858",-0.0138,0.0029,2.2e-06,2e-04,"smoking","F005"
"10329","cg20490392",-0.0166,0.0035,2.2e-06,2e-04,"smoking","F005"
"10330","cg06294803",-0.0106,0.0022,2.2e-06,2e-04,"smoking","F005"
"10331","cg02841155",-0.0062,0.0013,2.2e-06,2e-04,"smoking","F005"
"10332","cg10339152",-0.0091,0.0019,2.2e-06,2e-04,"smoking","F005"
"10333","cg08951271",-0.0065,0.0014,2.2e-06,2e-04,"smoking","F005"
"10334","cg12116137",0.0072,0.0015,2.2e-06,2e-04,"smoking","F005"
"10335","cg24136700",0.009,0.0019,2.2e-06,2e-04,"smoking","F005"
"10336","cg08924321",-0.0078,0.0016,2.2e-06,2e-04,"smoking","F005"
"10337","cg02474195",0.0021,4e-04,2.2e-06,2e-04,"smoking","F005"
"10338","cg04793090",-0.0046,0.001,2.2e-06,2e-04,"smoking","F005"
"10339","cg05533329",0.0019,4e-04,2.2e-06,2e-04,"smoking","F005"
"10340","cg26453130",-0.0079,0.0017,2.2e-06,2e-04,"smoking","F005"
"10341","cg05795313",0.0041,9e-04,2.2e-06,2e-04,"smoking","F005"
"10342","cg22728904",0.008,0.0017,2.2e-06,2e-04,"smoking","F005"
"10343","cg25782229",0.0075,0.0016,2.2e-06,2e-04,"smoking","F005"
"10344","cg15408734",-0.004,8e-04,2.2e-06,2e-04,"smoking","F005"
"10345","cg23047500",0.0039,8e-04,2.2e-06,2e-04,"smoking","F005"
"10346","cg01519765",0.0064,0.0014,2.2e-06,2e-04,"smoking","F005"
"10347","cg05620288",-0.0073,0.0015,2.2e-06,2e-04,"smoking","F005"
"10348","cg12182124",0.0066,0.0014,2.2e-06,2e-04,"smoking","F005"
"10349","cg06949933",-0.006,0.0013,2.2e-06,2e-04,"smoking","F005"
"10350","cg04517044",-0.0095,0.002,2.2e-06,2e-04,"smoking","F005"
"10351","cg06724236",0.0069,0.0014,2.2e-06,2e-04,"smoking","F005"
"10352","cg01377358",-0.0061,0.0013,2.2e-06,2e-04,"smoking","F005"
"10353","cg19792544",0.0021,4e-04,2.2e-06,2e-04,"smoking","F005"
"10354","cg26780125",0.0043,9e-04,2.2e-06,2e-04,"smoking","F005"
"10355","cg17110586",0.0057,0.0012,2.2e-06,2e-04,"smoking","F005"
"10356","cg26566236",-0.0057,0.0012,2.2e-06,2e-04,"smoking","F005"
"10357","cg21963406",0.0022,5e-04,2.2e-06,2e-04,"smoking","F005"
"10358","cg18107425",0.0049,0.001,2.2e-06,2e-04,"smoking","F005"
"10359","cg06830167",-0.0085,0.0018,2.2e-06,2e-04,"smoking","F005"
"10360","cg12930392",0.0058,0.0012,2.2e-06,2e-04,"smoking","F005"
"10361","cg16793866",0.0041,9e-04,2.2e-06,2e-04,"smoking","F005"
"10362","cg22770911",-0.0166,0.0035,2.3e-06,2e-04,"smoking","F005"
"10363","cg15562346",-0.0046,0.001,2.3e-06,2e-04,"smoking","F005"
"10364","cg26917640",-0.0091,0.0019,2.3e-06,2e-04,"smoking","F005"
"10365","cg07234199",0.0059,0.0012,2.3e-06,2e-04,"smoking","F005"
"10366","cg12827530",0.0076,0.0016,2.3e-06,2e-04,"smoking","F005"
"10367","cg00259518",0.0038,8e-04,2.3e-06,2e-04,"smoking","F005"
"10368","cg13715010",-0.0022,5e-04,2.3e-06,2e-04,"smoking","F005"
"10369","cg23896972",0.005,0.0011,2.3e-06,3e-04,"smoking","F005"
"10370","cg04220047",-0.0113,0.0024,2.3e-06,3e-04,"smoking","F005"
"10371","cg07765674",-0.0039,8e-04,2.3e-06,3e-04,"smoking","F005"
"10372","cg16126958",-0.0053,0.0011,2.3e-06,3e-04,"smoking","F005"
"10373","cg24810836",-0.0029,6e-04,2.3e-06,3e-04,"smoking","F005"
"10374","cg21480743",0.0048,0.001,2.3e-06,3e-04,"smoking","F005"
"10375","cg15341833",0.0023,5e-04,2.3e-06,3e-04,"smoking","F005"
"10376","cg02712949",0.0038,8e-04,2.3e-06,3e-04,"smoking","F005"
"10377","cg01044025",0.0096,0.002,2.3e-06,3e-04,"smoking","F005"
"10378","cg02094337",0.0065,0.0014,2.3e-06,3e-04,"smoking","F005"
"10379","cg18959207",-0.0161,0.0034,2.3e-06,3e-04,"smoking","F005"
"10380","cg24632873",-0.0066,0.0014,2.3e-06,3e-04,"smoking","F005"
"10381","cg24562819",0.0026,5e-04,2.3e-06,3e-04,"smoking","F005"
"10382","cg16092017",0.0082,0.0017,2.4e-06,3e-04,"smoking","F005"
"10383","cg25309041",-0.0043,9e-04,2.4e-06,3e-04,"smoking","F005"
"10384","cg27427318",-0.0113,0.0024,2.4e-06,3e-04,"smoking","F005"
"10385","cg26885488",0.0054,0.0011,2.4e-06,3e-04,"smoking","F005"
"10386","cg12424598",0.0077,0.0016,2.4e-06,3e-04,"smoking","F005"
"10387","cg13594463",0.0043,9e-04,2.4e-06,3e-04,"smoking","F005"
"10388","cg22933646",-0.0035,7e-04,2.4e-06,3e-04,"smoking","F005"
"10389","cg03627290",-0.0039,8e-04,2.4e-06,3e-04,"smoking","F005"
"10390","cg13223107",-0.0028,6e-04,2.4e-06,3e-04,"smoking","F005"
"10391","cg01590948",-0.0041,9e-04,2.4e-06,3e-04,"smoking","F005"
"10392","cg19421584",0.0114,0.0024,2.4e-06,3e-04,"smoking","F005"
"10393","cg24761525",-0.0117,0.0025,2.4e-06,3e-04,"smoking","F005"
"10394","cg23925513",-0.0077,0.0016,2.4e-06,3e-04,"smoking","F005"
"10395","cg05858130",-0.0071,0.0015,2.4e-06,3e-04,"smoking","F005"
"10396","cg04492228",-0.012,0.0026,2.4e-06,3e-04,"smoking","F005"
"10397","cg00944304",-0.0088,0.0019,2.4e-06,3e-04,"smoking","F005"
"10398","cg27001603",-0.0032,7e-04,2.4e-06,3e-04,"smoking","F005"
"10399","cg03424127",0.0045,0.001,2.4e-06,3e-04,"smoking","F005"
"10400","cg05246522",-0.0089,0.0019,2.4e-06,3e-04,"smoking","F005"
"10401","cg09138780",-0.0068,0.0014,2.4e-06,3e-04,"smoking","F005"
"10402","cg14957186",0.0021,4e-04,2.4e-06,3e-04,"smoking","F005"
"10403","cg25033990",0.0038,8e-04,2.4e-06,3e-04,"smoking","F005"
"10404","cg02519892",0.0045,0.001,2.4e-06,3e-04,"smoking","F005"
"10405","cg00644847",-0.0064,0.0014,2.4e-06,3e-04,"smoking","F005"
"10406","cg22107533",-0.0118,0.0025,2.4e-06,3e-04,"smoking","F005"
"10407","cg05939956",-0.0044,9e-04,2.4e-06,3e-04,"smoking","F005"
"10408","cg14324585",-0.0022,5e-04,2.4e-06,3e-04,"smoking","F005"
"10409","cg00153395",0.0051,0.0011,2.4e-06,3e-04,"smoking","F005"
"10410","cg05070518",0.004,8e-04,2.4e-06,3e-04,"smoking","F005"
"10411","cg08950745",-0.0062,0.0013,2.4e-06,3e-04,"smoking","F005"
"10412","cg00914963",-0.0032,7e-04,2.4e-06,3e-04,"smoking","F005"
"10413","cg03220447",-0.0045,0.001,2.4e-06,3e-04,"smoking","F005"
"10414","cg08730778",0.0036,8e-04,2.5e-06,3e-04,"smoking","F005"
"10415","cg13578465",0.0109,0.0023,2.5e-06,3e-04,"smoking","F005"
"10416","cg22926842",-0.0053,0.0011,2.5e-06,3e-04,"smoking","F005"
"10417","cg04439241",0.0041,9e-04,2.5e-06,3e-04,"smoking","F005"
"10418","cg18174402",-0.0044,9e-04,2.5e-06,3e-04,"smoking","F005"
"10419","cg00565090",0.0045,0.001,2.5e-06,3e-04,"smoking","F005"
"10420","cg03717836",0.0028,6e-04,2.5e-06,3e-04,"smoking","F005"
"10421","cg01352090",0.0038,8e-04,2.5e-06,3e-04,"smoking","F005"
"10422","cg18312010",0.0035,8e-04,2.5e-06,3e-04,"smoking","F005"
"10423","cg03609639",-0.0042,9e-04,2.5e-06,3e-04,"smoking","F005"
"10424","cg05675249",0.0054,0.0011,2.5e-06,3e-04,"smoking","F005"
"10425","cg04573702",-0.0114,0.0024,2.5e-06,3e-04,"smoking","F005"
"10426","cg19165216",-0.0032,7e-04,2.5e-06,3e-04,"smoking","F005"
"10427","cg27663123",0.0072,0.0015,2.5e-06,3e-04,"smoking","F005"
"10428","cg20886049",-0.0186,0.004,2.5e-06,3e-04,"smoking","F005"
"10429","cg20329047",-0.0072,0.0015,2.5e-06,3e-04,"smoking","F005"
"10430","cg00830767",-0.0064,0.0014,2.5e-06,3e-04,"smoking","F005"
"10431","cg02716826",-0.0096,0.002,2.5e-06,3e-04,"smoking","F005"
"10432","cg11279294",-0.0054,0.0011,2.5e-06,3e-04,"smoking","F005"
"10433","cg24665265",0.0076,0.0016,2.5e-06,3e-04,"smoking","F005"
"10434","cg16619425",0.003,6e-04,2.5e-06,3e-04,"smoking","F005"
"10435","cg12629515",-0.0065,0.0014,2.6e-06,3e-04,"smoking","F005"
"10436","cg09198200",-0.0041,9e-04,2.6e-06,3e-04,"smoking","F005"
"10437","cg26002218",0.0051,0.0011,2.6e-06,3e-04,"smoking","F005"
"10438","cg06946797",-0.0126,0.0027,2.6e-06,3e-04,"smoking","F005"
"10439","cg00688402",0.0103,0.0022,2.6e-06,3e-04,"smoking","F005"
"10440","cg15989436",-0.0099,0.0021,2.6e-06,3e-04,"smoking","F005"
"10441","cg27040968",0.0044,9e-04,2.6e-06,3e-04,"smoking","F005"
"10442","cg13977486",-0.0052,0.0011,2.6e-06,3e-04,"smoking","F005"
"10443","cg13771161",-0.0055,0.0012,2.6e-06,3e-04,"smoking","F005"
"10444","cg20593826",-0.0133,0.0028,2.6e-06,3e-04,"smoking","F005"
"10445","cg09047573",0.0043,9e-04,2.6e-06,3e-04,"smoking","F005"
"10446","cg05533340",0.0046,0.001,2.6e-06,3e-04,"smoking","F005"
"10447","cg23674358",0.0014,3e-04,2.6e-06,3e-04,"smoking","F005"
"10448","cg19327213",0.0078,0.0017,2.6e-06,3e-04,"smoking","F005"
"10449","cg20801110",-0.0104,0.0022,2.6e-06,3e-04,"smoking","F005"
"10450","cg21547095",-0.0042,9e-04,2.6e-06,3e-04,"smoking","F005"
"10451","cg13523236",0.0062,0.0013,2.6e-06,3e-04,"smoking","F005"
"10452","cg24067803",0.0041,9e-04,2.7e-06,3e-04,"smoking","F005"
"10453","cg13155490",0.0099,0.0021,2.7e-06,3e-04,"smoking","F005"
"10454","cg24530246",0.0091,0.0019,2.7e-06,3e-04,"smoking","F005"
"10455","cg03038262",-0.0114,0.0024,2.7e-06,3e-04,"smoking","F005"
"10456","cg05053979",-0.0164,0.0035,2.7e-06,3e-04,"smoking","F005"
"10457","cg16680125",-0.0064,0.0014,2.7e-06,3e-04,"smoking","F005"
"10458","cg01359236",-0.0052,0.0011,2.7e-06,3e-04,"smoking","F005"
"10459","cg10531355",-0.0109,0.0023,2.7e-06,3e-04,"smoking","F005"
"10460","cg27438425",-0.0074,0.0016,2.7e-06,3e-04,"smoking","F005"
"10461","cg04608900",-0.003,6e-04,2.7e-06,3e-04,"smoking","F005"
"10462","cg05261411",0.0036,8e-04,2.7e-06,3e-04,"smoking","F005"
"10463","cg03033182",-0.0069,0.0015,2.7e-06,3e-04,"smoking","F005"
"10464","cg27471246",0.0082,0.0017,2.7e-06,3e-04,"smoking","F005"
"10465","cg10804656",-0.0074,0.0016,2.7e-06,3e-04,"smoking","F005"
"10466","cg25327888",-0.0155,0.0033,2.7e-06,3e-04,"smoking","F005"
"10467","cg03443331",0.0061,0.0013,2.7e-06,3e-04,"smoking","F005"
"10468","cg02423817",-0.0067,0.0014,2.7e-06,3e-04,"smoking","F005"
"10469","cg16080125",0.0063,0.0013,2.7e-06,3e-04,"smoking","F005"
"10470","cg16426715",-0.004,9e-04,2.7e-06,3e-04,"smoking","F005"
"10471","cg14512326",0.0074,0.0016,2.7e-06,3e-04,"smoking","F005"
"10472","cg08119231",-0.0053,0.0011,2.7e-06,3e-04,"smoking","F005"
"10473","cg09205438",0.0053,0.0011,2.7e-06,3e-04,"smoking","F005"
"10474","cg01500140",0.0093,0.002,2.7e-06,3e-04,"smoking","F005"
"10475","cg02551095",-0.0047,0.001,2.7e-06,3e-04,"smoking","F005"
"10476","cg22222461",-0.0109,0.0023,2.7e-06,3e-04,"smoking","F005"
"10477","cg16389209",-0.0081,0.0017,2.7e-06,3e-04,"smoking","F005"
"10478","cg13277254",-0.0067,0.0014,2.7e-06,3e-04,"smoking","F005"
"10479","cg20682981",0.0061,0.0013,2.7e-06,3e-04,"smoking","F005"
"10480","cg11284582",-0.0058,0.0012,2.8e-06,3e-04,"smoking","F005"
"10481","cg02431260",-0.0121,0.0026,2.8e-06,3e-04,"smoking","F005"
"10482","cg07058998",-0.0063,0.0013,2.8e-06,3e-04,"smoking","F005"
"10483","cg02035751",-0.0075,0.0016,2.8e-06,3e-04,"smoking","F005"
"10484","cg08609845",0.0031,7e-04,2.8e-06,3e-04,"smoking","F005"
"10485","cg19273694",0.0108,0.0023,2.8e-06,3e-04,"smoking","F005"
"10486","cg22451412",0.0051,0.0011,2.8e-06,3e-04,"smoking","F005"
"10487","cg25686812",-0.0034,7e-04,2.8e-06,3e-04,"smoking","F005"
"10488","cg02734358",-0.0105,0.0022,2.8e-06,3e-04,"smoking","F005"
"10489","cg06629453",0.0038,8e-04,2.8e-06,3e-04,"smoking","F005"
"10490","cg18608055",-0.0082,0.0017,2.8e-06,3e-04,"smoking","F005"
"10491","cg14596967",0.0055,0.0012,2.8e-06,3e-04,"smoking","F005"
"10492","cg00877329",-0.0051,0.0011,2.8e-06,3e-04,"smoking","F005"
"10493","cg16062877",-0.0067,0.0014,2.8e-06,3e-04,"smoking","F005"
"10494","cg19190163",-0.006,0.0013,2.8e-06,3e-04,"smoking","F005"
"10495","cg19589060",0.005,0.0011,2.8e-06,3e-04,"smoking","F005"
"10496","cg01874697",0.0042,9e-04,2.8e-06,3e-04,"smoking","F005"
"10497","cg14410964",0.005,0.0011,2.8e-06,3e-04,"smoking","F005"
"10498","cg10687107",-0.009,0.0019,2.8e-06,3e-04,"smoking","F005"
"10499","cg25371036",-0.0095,0.002,2.8e-06,3e-04,"smoking","F005"
"10500","cg10377153",0.0038,8e-04,2.8e-06,3e-04,"smoking","F005"
"10501","cg07422042",-0.0063,0.0013,2.8e-06,3e-04,"smoking","F005"
"10502","cg20852846",0.0044,9e-04,2.8e-06,3e-04,"smoking","F005"
"10503","cg04872675",-0.0066,0.0014,2.9e-06,3e-04,"smoking","F005"
"10504","cg22354782",0.0041,9e-04,2.9e-06,3e-04,"smoking","F005"
"10505","cg11479156",0.0088,0.0019,2.9e-06,3e-04,"smoking","F005"
"10506","cg05106502",-0.0076,0.0016,2.9e-06,3e-04,"smoking","F005"
"10507","cg10091996",-0.0094,0.002,2.9e-06,3e-04,"smoking","F005"
"10508","cg20742389",-0.0093,0.002,2.9e-06,3e-04,"smoking","F005"
"10509","cg06723337",0.0022,5e-04,2.9e-06,3e-04,"smoking","F005"
"10510","cg23902550",-0.0075,0.0016,2.9e-06,3e-04,"smoking","F005"
"10511","cg11324650",-0.0145,0.0031,2.9e-06,3e-04,"smoking","F005"
"10512","cg14293223",0.0034,7e-04,2.9e-06,3e-04,"smoking","F005"
"10513","cg27252164",0.0049,0.001,2.9e-06,3e-04,"smoking","F005"
"10514","cg26332488",0.0077,0.0016,2.9e-06,3e-04,"smoking","F005"
"10515","cg14099457",-0.0104,0.0022,2.9e-06,3e-04,"smoking","F005"
"10516","cg25350011",-0.0194,0.0041,2.9e-06,3e-04,"smoking","F005"
"10517","cg20912770",0.0028,6e-04,2.9e-06,3e-04,"smoking","F005"
"10518","cg02722808",-0.0035,8e-04,2.9e-06,3e-04,"smoking","F005"
"10519","cg05146756",-0.0046,0.001,2.9e-06,3e-04,"smoking","F005"
"10520","cg13998945",-0.0054,0.0012,2.9e-06,3e-04,"smoking","F005"
"10521","cg06987468",0.0041,9e-04,2.9e-06,3e-04,"smoking","F005"
"10522","cg16113650",-0.0053,0.0011,2.9e-06,3e-04,"smoking","F005"
"10523","cg06357748",0.0127,0.0027,2.9e-06,3e-04,"smoking","F005"
"10524","cg23024158",-0.0063,0.0013,2.9e-06,3e-04,"smoking","F005"
"10525","cg11903133",-0.0062,0.0013,3e-06,3e-04,"smoking","F005"
"10526","cg22322679",-0.0046,0.001,3e-06,3e-04,"smoking","F005"
"10527","cg09496748",-0.0107,0.0023,3e-06,3e-04,"smoking","F005"
"10528","cg05786287",0.0017,4e-04,3e-06,3e-04,"smoking","F005"
"10529","cg23626733",-0.0101,0.0022,3e-06,3e-04,"smoking","F005"
"10530","cg25254170",-0.0036,8e-04,3e-06,3e-04,"smoking","F005"
"10531","cg02249390",-0.0057,0.0012,3e-06,3e-04,"smoking","F005"
"10532","cg02480489",-0.0021,4e-04,3e-06,3e-04,"smoking","F005"
"10533","cg08940570",-0.0021,4e-04,3e-06,3e-04,"smoking","F005"
"10534","cg20518446",-0.0073,0.0016,3e-06,3e-04,"smoking","F005"
"10535","cg04140212",0.0032,7e-04,3e-06,3e-04,"smoking","F005"
"10536","cg13496492",0.0037,8e-04,3e-06,3e-04,"smoking","F005"
"10537","cg15108699",0.0045,0.001,3e-06,3e-04,"smoking","F005"
"10538","cg12072028",-0.0181,0.0039,3e-06,3e-04,"smoking","F005"
"10539","cg01873977",-0.015,0.0032,3e-06,3e-04,"smoking","F005"
"10540","cg19864758",0.0037,8e-04,3e-06,3e-04,"smoking","F005"
"10541","cg03871267",-0.0063,0.0014,3e-06,3e-04,"smoking","F005"
"10542","cg26149658",-0.0035,8e-04,3e-06,3e-04,"smoking","F005"
"10543","cg03296761",-0.0056,0.0012,3e-06,3e-04,"smoking","F005"
"10544","cg05462761",0.0045,0.001,3.1e-06,3e-04,"smoking","F005"
"10545","cg08844900",-0.0066,0.0014,3.1e-06,3e-04,"smoking","F005"
"10546","cg07102705",0.0041,9e-04,3.1e-06,3e-04,"smoking","F005"
"10547","cg09055507",-0.0047,0.001,3.1e-06,3e-04,"smoking","F005"
"10548","cg16740744",-0.0045,0.001,3.1e-06,3e-04,"smoking","F005"
"10549","cg01135546",-0.0103,0.0022,3.1e-06,3e-04,"smoking","F005"
"10550","cg18329753",-0.0058,0.0012,3.1e-06,3e-04,"smoking","F005"
"10551","cg18763911",0.0045,0.001,3.1e-06,3e-04,"smoking","F005"
"10552","cg05388840",0.0045,0.001,3.1e-06,3e-04,"smoking","F005"
"10553","cg18232497",-0.0062,0.0013,3.1e-06,3e-04,"smoking","F005"
"10554","cg09782912",0.0056,0.0012,3.1e-06,3e-04,"smoking","F005"
"10555","cg09796170",-0.0148,0.0032,3.1e-06,3e-04,"smoking","F005"
"10556","cg08550394",0.0056,0.0012,3.1e-06,3e-04,"smoking","F005"
"10557","cg19600372",0.0025,5e-04,3.1e-06,3e-04,"smoking","F005"
"10558","cg27411220",-0.0027,6e-04,3.1e-06,3e-04,"smoking","F005"
"10559","cg07189401",0.0042,9e-04,3.1e-06,3e-04,"smoking","F005"
"10560","cg02740950",-0.0034,7e-04,3.1e-06,3e-04,"smoking","F005"
"10561","cg20140034",-0.0052,0.0011,3.1e-06,3e-04,"smoking","F005"
"10562","cg17247190",0.0028,6e-04,3.1e-06,3e-04,"smoking","F005"
"10563","cg12549345",-0.0041,9e-04,3.1e-06,3e-04,"smoking","F005"
"10564","cg05459517",-0.0052,0.0011,3.1e-06,3e-04,"smoking","F005"
"10565","cg03033176",-0.0033,7e-04,3.1e-06,3e-04,"smoking","F005"
"10566","cg07197831",-0.0132,0.0028,3.1e-06,3e-04,"smoking","F005"
"10567","cg23359665",-0.0131,0.0028,3.1e-06,3e-04,"smoking","F005"
"10568","cg17953385",-0.0044,9e-04,3.1e-06,3e-04,"smoking","F005"
"10569","cg12123728",0.0028,6e-04,3.1e-06,3e-04,"smoking","F005"
"10570","cg22593342",-0.0058,0.0012,3.1e-06,3e-04,"smoking","F005"
"10571","cg15323840",-0.0041,9e-04,3.2e-06,3e-04,"smoking","F005"
"10572","cg14094409",0.0063,0.0013,3.2e-06,3e-04,"smoking","F005"
"10573","cg16509061",-0.0054,0.0012,3.2e-06,3e-04,"smoking","F005"
"10574","cg13790259",0.008,0.0017,3.2e-06,3e-04,"smoking","F005"
"10575","cg10040131",-0.0089,0.0019,3.2e-06,3e-04,"smoking","F005"
"10576","cg17933224",-0.0114,0.0025,3.2e-06,3e-04,"smoking","F005"
"10577","cg11209249",0.0054,0.0012,3.2e-06,3e-04,"smoking","F005"
"10578","cg24569831",0.0145,0.0031,3.2e-06,3e-04,"smoking","F005"
"10579","cg27122888",-0.0047,0.001,3.2e-06,3e-04,"smoking","F005"
"10580","cg27608981",0.0022,5e-04,3.2e-06,3e-04,"smoking","F005"
"10581","cg18007957",0.0076,0.0016,3.2e-06,3e-04,"smoking","F005"
"10582","cg16551670",-0.0059,0.0013,3.2e-06,3e-04,"smoking","F005"
"10583","cg05873267",0.0038,8e-04,3.2e-06,3e-04,"smoking","F005"
"10584","cg00344801",0.0092,0.002,3.2e-06,3e-04,"smoking","F005"
"10585","cg00925802",-0.004,9e-04,3.2e-06,3e-04,"smoking","F005"
"10586","cg09397246",0.0045,0.001,3.2e-06,3e-04,"smoking","F005"
"10587","cg27333269",0.0061,0.0013,3.2e-06,3e-04,"smoking","F005"
"10588","cg11331769",-0.0063,0.0013,3.2e-06,3e-04,"smoking","F005"
"10589","cg17052170",-0.0148,0.0032,3.2e-06,3e-04,"smoking","F005"
"10590","cg27248887",-0.0109,0.0023,3.2e-06,3e-04,"smoking","F005"
"10591","cg04287574",-0.0256,0.0055,3.2e-06,3e-04,"smoking","F005"
"10592","cg06193328",-0.0061,0.0013,3.3e-06,3e-04,"smoking","F005"
"10593","cg00532802",0.0084,0.0018,3.3e-06,3e-04,"smoking","F005"
"10594","cg25711003",0.0132,0.0028,3.3e-06,3e-04,"smoking","F005"
"10595","cg04637264",0.0066,0.0014,3.3e-06,3e-04,"smoking","F005"
"10596","cg03609960",0.0061,0.0013,3.3e-06,3e-04,"smoking","F005"
"10597","cg05251190",-0.0065,0.0014,3.3e-06,3e-04,"smoking","F005"
"10598","cg21364077",0.0033,7e-04,3.3e-06,3e-04,"smoking","F005"
"10599","cg09383187",0.0038,8e-04,3.3e-06,3e-04,"smoking","F005"
"10600","cg14292823",-0.006,0.0013,3.3e-06,3e-04,"smoking","F005"
"10601","cg00794673",0.0079,0.0017,3.3e-06,3e-04,"smoking","F005"
"10602","cg23924887",-0.0023,5e-04,3.3e-06,3e-04,"smoking","F005"
"10603","cg02585702",0.0023,5e-04,3.3e-06,3e-04,"smoking","F005"
"10604","cg08321366",0.0048,0.001,3.3e-06,3e-04,"smoking","F005"
"10605","cg17400113",0.0085,0.0018,3.3e-06,3e-04,"smoking","F005"
"10606","cg01759110",-0.0094,0.002,3.3e-06,3e-04,"smoking","F005"
"10607","cg12854483",0.0068,0.0015,3.3e-06,3e-04,"smoking","F005"
"10608","cg09183450",-0.0133,0.0029,3.3e-06,3e-04,"smoking","F005"
"10609","cg01839860",0.0035,7e-04,3.3e-06,3e-04,"smoking","F005"
"10610","cg13560901",-0.0055,0.0012,3.3e-06,3e-04,"smoking","F005"
"10611","cg25132241",0.0051,0.0011,3.3e-06,3e-04,"smoking","F005"
"10612","cg24155427",0.0037,8e-04,3.3e-06,3e-04,"smoking","F005"
"10613","cg06898830",-0.0056,0.0012,3.3e-06,3e-04,"smoking","F005"
"10614","cg15113803",-0.0046,0.001,3.3e-06,3e-04,"smoking","F005"
"10615","cg01022780",0.0036,8e-04,3.3e-06,3e-04,"smoking","F005"
"10616","cg04872610",-0.0051,0.0011,3.3e-06,3e-04,"smoking","F005"
"10617","cg00295182",-0.004,9e-04,3.3e-06,3e-04,"smoking","F005"
"10618","cg02836478",-0.0069,0.0015,3.3e-06,3e-04,"smoking","F005"
"10619","cg06330431",-0.0053,0.0011,3.4e-06,3e-04,"smoking","F005"
"10620","cg25567674",-0.0052,0.0011,3.4e-06,3e-04,"smoking","F005"
"10621","cg16547579",-0.014,0.003,3.4e-06,3e-04,"smoking","F005"
"10622","cg01816936",0.0041,9e-04,3.4e-06,3e-04,"smoking","F005"
