"SC","variable","Pesticide"
"Iowa-Woodbury",2011,"ACETOCHLOR"
"Iowa-Woodbury",2012,"ACETOCHLOR"
"Iowa-Wright",1994,"ACETOCHLOR"
"Iowa-Wright",1995,"ACETOCHLOR"
"Iowa-Wright",1996,"ACETOCHLOR"
"Iowa-Wright",1997,"ACETOCHLOR"
"Iowa-Wright",1998,"ACETOCHLOR"
"Iowa-Wright",1999,"ACETOCHLOR"
"Iowa-Wright",2000,"ACETOCHLOR"
"Iowa-Wright",2001,"ACETOCHLOR"
"Iowa-Wright",2002,"ACETOCHLOR"
"Iowa-Wright",2003,"ACETOCHLOR"
"Iowa-Wright",2004,"ACETOCHLOR"
"Iowa-Wright",2005,"ACETOCHLOR"
"Iowa-Wright",2006,"ACETOCHLOR"
"Iowa-Wright",2007,"ACETOCHLOR"
"Iowa-Wright",2008,"ACETOCHLOR"
"Iowa-Wright",2009,"ACETOCHLOR"
"Iowa-Wright",2010,"ACETOCHLOR"
"Iowa-Wright",2011,"ACETOCHLOR"
"Iowa-Wright",2012,"ACETOCHLOR"
"New Mexico-Chaves",1994,"ACETOCHLOR"
"New Mexico-Chaves",1995,"ACETOCHLOR"
"New Mexico-Chaves",1996,"ACETOCHLOR"
"New Mexico-Chaves",1997,"ACETOCHLOR"
"New Mexico-Chaves",1998,"ACETOCHLOR"
"New Mexico-Chaves",1999,"ACETOCHLOR"
"New Mexico-Chaves",2000,"ACETOCHLOR"
"New Mexico-Chaves",2001,"ACETOCHLOR"
"New Mexico-Chaves",2002,"ACETOCHLOR"
"New Mexico-Chaves",2003,"ACETOCHLOR"
"New Mexico-Chaves",2004,"ACETOCHLOR"
"New Mexico-Chaves",2005,"ACETOCHLOR"
"New Mexico-Chaves",2006,"ACETOCHLOR"
"New Mexico-Chaves",2007,"ACETOCHLOR"
"New Mexico-Chaves",2008,"ACETOCHLOR"
"New Mexico-Chaves",2009,"ACETOCHLOR"
"New Mexico-Chaves",2010,"ACETOCHLOR"
"New Mexico-Chaves",2011,"ACETOCHLOR"
"New Mexico-Chaves",2012,"ACETOCHLOR"
"New Mexico-Curry",1994,"ACETOCHLOR"
"New Mexico-Curry",1995,"ACETOCHLOR"
"New Mexico-Curry",1996,"ACETOCHLOR"
"New Mexico-Curry",1997,"ACETOCHLOR"
"New Mexico-Curry",1998,"ACETOCHLOR"
"New Mexico-Curry",1999,"ACETOCHLOR"
"New Mexico-Curry",2000,"ACETOCHLOR"
"New Mexico-Curry",2001,"ACETOCHLOR"
"New Mexico-Curry",2002,"ACETOCHLOR"
"New Mexico-Curry",2003,"ACETOCHLOR"
"New Mexico-Curry",2004,"ACETOCHLOR"
"New Mexico-Curry",2005,"ACETOCHLOR"
"New Mexico-Curry",2006,"ACETOCHLOR"
"New Mexico-Curry",2007,"ACETOCHLOR"
"New Mexico-Curry",2008,"ACETOCHLOR"
"New Mexico-Curry",2009,"ACETOCHLOR"
"New Mexico-Curry",2010,"ACETOCHLOR"
"New Mexico-Curry",2011,"ACETOCHLOR"
"New Mexico-Curry",2012,"ACETOCHLOR"
"New Mexico-Eddy",1994,"ACETOCHLOR"
"New Mexico-Eddy",1995,"ACETOCHLOR"
"New Mexico-Eddy",1996,"ACETOCHLOR"
"New Mexico-Eddy",1997,"ACETOCHLOR"
"New Mexico-Eddy",1998,"ACETOCHLOR"
"New Mexico-Eddy",1999,"ACETOCHLOR"
"New Mexico-Eddy",2000,"ACETOCHLOR"
"New Mexico-Eddy",2001,"ACETOCHLOR"
"New Mexico-Eddy",2002,"ACETOCHLOR"
"New Mexico-Eddy",2003,"ACETOCHLOR"
"New Mexico-Eddy",2004,"ACETOCHLOR"
"New Mexico-Eddy",2005,"ACETOCHLOR"
"New Mexico-Eddy",2006,"ACETOCHLOR"
"New Mexico-Eddy",2007,"ACETOCHLOR"
"New Mexico-Eddy",2008,"ACETOCHLOR"
"New Mexico-Eddy",2009,"ACETOCHLOR"
"New Mexico-Eddy",2010,"ACETOCHLOR"
"New Mexico-Eddy",2011,"ACETOCHLOR"
"New Mexico-Eddy",2012,"ACETOCHLOR"
"New Mexico-Lea",1994,"ACETOCHLOR"
"New Mexico-Lea",1995,"ACETOCHLOR"
"New Mexico-Lea",1996,"ACETOCHLOR"
"New Mexico-Lea",1997,"ACETOCHLOR"
"New Mexico-Lea",1998,"ACETOCHLOR"
"New Mexico-Lea",1999,"ACETOCHLOR"
"New Mexico-Lea",2000,"ACETOCHLOR"
"New Mexico-Lea",2001,"ACETOCHLOR"
"New Mexico-Lea",2002,"ACETOCHLOR"
"New Mexico-Lea",2003,"ACETOCHLOR"
"New Mexico-Lea",2004,"ACETOCHLOR"
"New Mexico-Lea",2005,"ACETOCHLOR"
"New Mexico-Lea",2006,"ACETOCHLOR"
"New Mexico-Lea",2007,"ACETOCHLOR"
"New Mexico-Lea",2008,"ACETOCHLOR"
"New Mexico-Lea",2009,"ACETOCHLOR"
"New Mexico-Lea",2010,"ACETOCHLOR"
"New Mexico-Lea",2011,"ACETOCHLOR"
"New Mexico-Lea",2012,"ACETOCHLOR"
"New Mexico-San Miguel",1994,"ACETOCHLOR"
"New Mexico-San Miguel",1995,"ACETOCHLOR"
"New Mexico-San Miguel",1996,"ACETOCHLOR"
"New Mexico-San Miguel",1997,"ACETOCHLOR"
"New Mexico-San Miguel",1998,"ACETOCHLOR"
"New Mexico-San Miguel",1999,"ACETOCHLOR"
"New Mexico-San Miguel",2000,"ACETOCHLOR"
"New Mexico-San Miguel",2001,"ACETOCHLOR"
"New Mexico-San Miguel",2002,"ACETOCHLOR"
"New Mexico-San Miguel",2003,"ACETOCHLOR"
"New Mexico-San Miguel",2004,"ACETOCHLOR"
"New Mexico-San Miguel",2005,"ACETOCHLOR"
"New Mexico-San Miguel",2006,"ACETOCHLOR"
"New Mexico-San Miguel",2007,"ACETOCHLOR"
"New Mexico-San Miguel",2008,"ACETOCHLOR"
"New Mexico-San Miguel",2009,"ACETOCHLOR"
"New Mexico-San Miguel",2010,"ACETOCHLOR"
"New Mexico-San Miguel",2011,"ACETOCHLOR"
"New Mexico-San Miguel",2012,"ACETOCHLOR"
"Connecticut-Fairfield",1992,"ATRAZINE"
"Connecticut-Fairfield",1993,"ATRAZINE"
"Connecticut-Fairfield",1994,"ATRAZINE"
"Connecticut-Fairfield",1995,"ATRAZINE"
"Connecticut-Fairfield",1996,"ATRAZINE"
"Connecticut-Fairfield",1997,"ATRAZINE"
"Connecticut-Fairfield",1998,"ATRAZINE"
"Connecticut-Fairfield",1999,"ATRAZINE"
"Connecticut-Fairfield",2000,"ATRAZINE"
"Connecticut-Fairfield",2001,"ATRAZINE"
"Connecticut-Fairfield",2002,"ATRAZINE"
"Connecticut-Fairfield",2003,"ATRAZINE"
"Connecticut-Fairfield",2004,"ATRAZINE"
"Connecticut-Fairfield",2005,"ATRAZINE"
"Connecticut-Fairfield",2006,"ATRAZINE"
"Connecticut-Fairfield",2007,"ATRAZINE"
"Connecticut-Fairfield",2008,"ATRAZINE"
"Connecticut-Fairfield",2009,"ATRAZINE"
"Connecticut-Fairfield",2010,"ATRAZINE"
"Connecticut-Fairfield",2011,"ATRAZINE"
"Connecticut-Fairfield",2012,"ATRAZINE"
"Connecticut-Hartford",1992,"ATRAZINE"
"Connecticut-Hartford",1993,"ATRAZINE"
"Connecticut-Hartford",1994,"ATRAZINE"
"Connecticut-Hartford",1995,"ATRAZINE"
"Connecticut-Hartford",1996,"ATRAZINE"
"Connecticut-Hartford",1997,"ATRAZINE"
"Connecticut-Hartford",1998,"ATRAZINE"
"Connecticut-Hartford",1999,"ATRAZINE"
"Connecticut-Hartford",2000,"ATRAZINE"
"Connecticut-Hartford",2001,"ATRAZINE"
"Connecticut-Hartford",2002,"ATRAZINE"
"Connecticut-Hartford",2003,"ATRAZINE"
"Connecticut-Hartford",2004,"ATRAZINE"
"Connecticut-Hartford",2005,"ATRAZINE"
"Connecticut-Hartford",2006,"ATRAZINE"
"Connecticut-Hartford",2007,"ATRAZINE"
"Connecticut-Hartford",2008,"ATRAZINE"
"Connecticut-Hartford",2009,"ATRAZINE"
"Connecticut-Hartford",2010,"ATRAZINE"
"Connecticut-Hartford",2011,"ATRAZINE"
"Connecticut-Hartford",2012,"ATRAZINE"
"Connecticut-Litchfield",1992,"ATRAZINE"
"Connecticut-Litchfield",1993,"ATRAZINE"
"Connecticut-Litchfield",1994,"ATRAZINE"
"Connecticut-Litchfield",1995,"ATRAZINE"
"Connecticut-Litchfield",1996,"ATRAZINE"
"Connecticut-Litchfield",1997,"ATRAZINE"
"Connecticut-Litchfield",1998,"ATRAZINE"
"Connecticut-Litchfield",1999,"ATRAZINE"
"Connecticut-Litchfield",2000,"ATRAZINE"
"Connecticut-Litchfield",2001,"ATRAZINE"
"Connecticut-Litchfield",2002,"ATRAZINE"
"Connecticut-Litchfield",2003,"ATRAZINE"
"Connecticut-Litchfield",2004,"ATRAZINE"
"Connecticut-Litchfield",2005,"ATRAZINE"
"Connecticut-Litchfield",2006,"ATRAZINE"
"Connecticut-Litchfield",2007,"ATRAZINE"
"Connecticut-Litchfield",2008,"ATRAZINE"
"Connecticut-Litchfield",2009,"ATRAZINE"
"Connecticut-Litchfield",2010,"ATRAZINE"
"Connecticut-Litchfield",2011,"ATRAZINE"
"Connecticut-Litchfield",2012,"ATRAZINE"
"Connecticut-Middlesex",1992,"ATRAZINE"
"Connecticut-Middlesex",1993,"ATRAZINE"
"Connecticut-Middlesex",1994,"ATRAZINE"
"Connecticut-Middlesex",1995,"ATRAZINE"
"Connecticut-Middlesex",1996,"ATRAZINE"
"Connecticut-Middlesex",1997,"ATRAZINE"
"Connecticut-Middlesex",1998,"ATRAZINE"
"Connecticut-Middlesex",1999,"ATRAZINE"
"Connecticut-Middlesex",2000,"ATRAZINE"
"Connecticut-Middlesex",2001,"ATRAZINE"
"Connecticut-Middlesex",2002,"ATRAZINE"
"Connecticut-Middlesex",2003,"ATRAZINE"
"Connecticut-Middlesex",2004,"ATRAZINE"
"Connecticut-Middlesex",2005,"ATRAZINE"
"Connecticut-Middlesex",2006,"ATRAZINE"
"Connecticut-Middlesex",2007,"ATRAZINE"
"Connecticut-Middlesex",2008,"ATRAZINE"
"Connecticut-Middlesex",2009,"ATRAZINE"
"Connecticut-Middlesex",2010,"ATRAZINE"
"Connecticut-Middlesex",2011,"ATRAZINE"
"Connecticut-Middlesex",2012,"ATRAZINE"
"Connecticut-New Haven",1992,"ATRAZINE"
"Connecticut-New Haven",1993,"ATRAZINE"
"Connecticut-New Haven",1994,"ATRAZINE"
"Connecticut-New Haven",1995,"ATRAZINE"
"Connecticut-New Haven",1996,"ATRAZINE"
"Connecticut-New Haven",1997,"ATRAZINE"
"Connecticut-New Haven",1998,"ATRAZINE"
"Connecticut-New Haven",1999,"ATRAZINE"
"Connecticut-New Haven",2000,"ATRAZINE"
"Connecticut-New Haven",2001,"ATRAZINE"
"Connecticut-New Haven",2002,"ATRAZINE"
"Connecticut-New Haven",2003,"ATRAZINE"
"Connecticut-New Haven",2004,"ATRAZINE"
"Connecticut-New Haven",2005,"ATRAZINE"
"Connecticut-New Haven",2006,"ATRAZINE"
"Connecticut-New Haven",2007,"ATRAZINE"
"Connecticut-New Haven",2008,"ATRAZINE"
"Connecticut-New Haven",2009,"ATRAZINE"
"Connecticut-New Haven",2010,"ATRAZINE"
"Connecticut-New Haven",2011,"ATRAZINE"
"Connecticut-New Haven",2012,"ATRAZINE"
"Connecticut-New London",1992,"ATRAZINE"
"Connecticut-New London",1993,"ATRAZINE"
"Connecticut-New London",1994,"ATRAZINE"
"Connecticut-New London",1995,"ATRAZINE"
"Connecticut-New London",1996,"ATRAZINE"
"Connecticut-New London",1997,"ATRAZINE"
"Connecticut-New London",1998,"ATRAZINE"
"Connecticut-New London",1999,"ATRAZINE"
"Connecticut-New London",2000,"ATRAZINE"
"Connecticut-New London",2001,"ATRAZINE"
"Connecticut-New London",2002,"ATRAZINE"
"Connecticut-New London",2003,"ATRAZINE"
"Connecticut-New London",2004,"ATRAZINE"
"Connecticut-New London",2005,"ATRAZINE"
"Connecticut-New London",2006,"ATRAZINE"
"Connecticut-New London",2007,"ATRAZINE"
"Connecticut-New London",2008,"ATRAZINE"
"Connecticut-New London",2009,"ATRAZINE"
"Connecticut-New London",2010,"ATRAZINE"
"Connecticut-New London",2011,"ATRAZINE"
"Connecticut-New London",2012,"ATRAZINE"
"Connecticut-Tolland",1992,"ATRAZINE"
"Connecticut-Tolland",1993,"ATRAZINE"
"Connecticut-Tolland",1994,"ATRAZINE"
"Connecticut-Tolland",1995,"ATRAZINE"
"Connecticut-Tolland",1996,"ATRAZINE"
"Connecticut-Tolland",1997,"ATRAZINE"
"Connecticut-Tolland",1998,"ATRAZINE"
"Connecticut-Tolland",1999,"ATRAZINE"
"Connecticut-Tolland",2000,"ATRAZINE"
"Connecticut-Tolland",2001,"ATRAZINE"
"Connecticut-Tolland",2002,"ATRAZINE"
"Connecticut-Tolland",2003,"ATRAZINE"
"Connecticut-Tolland",2004,"ATRAZINE"
"Connecticut-Tolland",2005,"ATRAZINE"
"Connecticut-Tolland",2006,"ATRAZINE"
"Connecticut-Tolland",2007,"ATRAZINE"
"Connecticut-Tolland",2008,"ATRAZINE"
"Connecticut-Tolland",2009,"ATRAZINE"
"Connecticut-Tolland",2010,"ATRAZINE"
"Connecticut-Tolland",2011,"ATRAZINE"
"Connecticut-Tolland",2012,"ATRAZINE"
"Connecticut-Windham",1992,"ATRAZINE"
"Connecticut-Windham",1993,"ATRAZINE"
"Connecticut-Windham",1994,"ATRAZINE"
"Connecticut-Windham",1995,"ATRAZINE"
"Connecticut-Windham",1996,"ATRAZINE"
"Connecticut-Windham",1997,"ATRAZINE"
"Connecticut-Windham",1998,"ATRAZINE"
"Connecticut-Windham",1999,"ATRAZINE"
"Connecticut-Windham",2000,"ATRAZINE"
"Connecticut-Windham",2001,"ATRAZINE"
"Connecticut-Windham",2002,"ATRAZINE"
"Connecticut-Windham",2003,"ATRAZINE"
"Connecticut-Windham",2004,"ATRAZINE"
"Connecticut-Windham",2005,"ATRAZINE"
"Connecticut-Windham",2006,"ATRAZINE"
"Connecticut-Windham",2007,"ATRAZINE"
"Connecticut-Windham",2008,"ATRAZINE"
"Connecticut-Windham",2009,"ATRAZINE"
"Connecticut-Windham",2010,"ATRAZINE"
"Connecticut-Windham",2011,"ATRAZINE"
"Connecticut-Windham",2012,"ATRAZINE"
"Georgia-Fulton",1992,"ATRAZINE"
"Georgia-Fulton",1993,"ATRAZINE"
"Georgia-Fulton",1994,"ATRAZINE"
"Georgia-Fulton",1995,"ATRAZINE"
"Georgia-Fulton",1996,"ATRAZINE"
"Georgia-Fulton",1997,"ATRAZINE"
"Georgia-Fulton",1998,"ATRAZINE"
"Georgia-Fulton",1999,"ATRAZINE"
"Georgia-Fulton",2000,"ATRAZINE"
"Georgia-Fulton",2001,"ATRAZINE"
"Georgia-Fulton",2002,"ATRAZINE"
"Georgia-Fulton",2003,"ATRAZINE"
"Georgia-Fulton",2004,"ATRAZINE"
"Georgia-Fulton",2005,"ATRAZINE"
"Georgia-Fulton",2006,"ATRAZINE"
"Georgia-Fulton",2007,"ATRAZINE"
"Georgia-Fulton",2008,"ATRAZINE"
"Georgia-Fulton",2009,"ATRAZINE"
"Georgia-Fulton",2010,"ATRAZINE"
"Georgia-Fulton",2011,"ATRAZINE"
"Georgia-Fulton",2012,"ATRAZINE"
"Georgia-Greene",1992,"ATRAZINE"
"Georgia-Greene",1993,"ATRAZINE"
"Georgia-Greene",1994,"ATRAZINE"
"Georgia-Greene",1995,"ATRAZINE"
"Georgia-Greene",1996,"ATRAZINE"
"Georgia-Greene",1997,"ATRAZINE"
"Georgia-Greene",1998,"ATRAZINE"
"Georgia-Greene",1999,"ATRAZINE"
"Georgia-Greene",2000,"ATRAZINE"
"Georgia-Greene",2001,"ATRAZINE"
"Georgia-Greene",2002,"ATRAZINE"
"Georgia-Greene",2003,"ATRAZINE"
"Georgia-Greene",2004,"ATRAZINE"
"Georgia-Greene",2005,"ATRAZINE"
"Georgia-Greene",2006,"ATRAZINE"
"Georgia-Greene",2007,"ATRAZINE"
"Georgia-Greene",2008,"ATRAZINE"
"Georgia-Greene",2009,"ATRAZINE"
"Georgia-Greene",2010,"ATRAZINE"
"Georgia-Greene",2011,"ATRAZINE"
"Georgia-Greene",2012,"ATRAZINE"
"Georgia-Gwinnett",1992,"ATRAZINE"
"Georgia-Gwinnett",1993,"ATRAZINE"
"Georgia-Gwinnett",1994,"ATRAZINE"
"Georgia-Gwinnett",1995,"ATRAZINE"
"Georgia-Gwinnett",1996,"ATRAZINE"
"Georgia-Gwinnett",1997,"ATRAZINE"
"Georgia-Gwinnett",1998,"ATRAZINE"
"Georgia-Gwinnett",1999,"ATRAZINE"
"Georgia-Gwinnett",2000,"ATRAZINE"
"Georgia-Gwinnett",2001,"ATRAZINE"
"Georgia-Gwinnett",2002,"ATRAZINE"
"Georgia-Gwinnett",2003,"ATRAZINE"
"Georgia-Gwinnett",2004,"ATRAZINE"
"Georgia-Gwinnett",2005,"ATRAZINE"
"Georgia-Gwinnett",2006,"ATRAZINE"
"Georgia-Gwinnett",2007,"ATRAZINE"
"Georgia-Gwinnett",2008,"ATRAZINE"
"Georgia-Gwinnett",2009,"ATRAZINE"
"Georgia-Gwinnett",2010,"ATRAZINE"
"Georgia-Gwinnett",2011,"ATRAZINE"
"Georgia-Gwinnett",2012,"ATRAZINE"
"Georgia-Jefferson",1992,"ATRAZINE"
"Georgia-Jefferson",1993,"ATRAZINE"
"Georgia-Jefferson",1994,"ATRAZINE"
"Georgia-Jefferson",1995,"ATRAZINE"
"Georgia-Jefferson",1996,"ATRAZINE"
"Georgia-Jefferson",1997,"ATRAZINE"
"Georgia-Jefferson",1998,"ATRAZINE"
"Georgia-Jefferson",1999,"ATRAZINE"
"Georgia-Jefferson",2000,"ATRAZINE"
"Georgia-Jefferson",2001,"ATRAZINE"
"Georgia-Jefferson",2002,"ATRAZINE"
"Georgia-Jefferson",2003,"ATRAZINE"
"Georgia-Jefferson",2004,"ATRAZINE"
"Georgia-Jefferson",2005,"ATRAZINE"
"Georgia-Jefferson",2006,"ATRAZINE"
"Georgia-Jefferson",2007,"ATRAZINE"
"Georgia-Jefferson",2008,"ATRAZINE"
"Georgia-Jefferson",2009,"ATRAZINE"
"Georgia-Jefferson",2010,"ATRAZINE"
"Georgia-Jefferson",2011,"ATRAZINE"
"Georgia-Jefferson",2012,"ATRAZINE"
"Georgia-Morgan",1992,"ATRAZINE"
"Georgia-Morgan",1993,"ATRAZINE"
"Georgia-Morgan",1994,"ATRAZINE"
"Georgia-Morgan",1995,"ATRAZINE"
"Georgia-Morgan",1996,"ATRAZINE"
"Georgia-Morgan",1997,"ATRAZINE"
"Georgia-Morgan",1998,"ATRAZINE"
"Georgia-Morgan",1999,"ATRAZINE"
"Georgia-Morgan",2000,"ATRAZINE"
"Georgia-Morgan",2001,"ATRAZINE"
"Georgia-Morgan",2002,"ATRAZINE"
"Georgia-Morgan",2003,"ATRAZINE"
"Georgia-Morgan",2004,"ATRAZINE"
"Georgia-Morgan",2005,"ATRAZINE"
"Georgia-Morgan",2006,"ATRAZINE"
"Georgia-Morgan",2007,"ATRAZINE"
"Georgia-Morgan",2008,"ATRAZINE"
"Georgia-Morgan",2009,"ATRAZINE"
"Georgia-Morgan",2010,"ATRAZINE"
"Georgia-Morgan",2011,"ATRAZINE"
"Georgia-Morgan",2012,"ATRAZINE"
"Georgia-Washington",1992,"ATRAZINE"
"Georgia-Washington",1993,"ATRAZINE"
"Georgia-Washington",1994,"ATRAZINE"
"Georgia-Washington",1995,"ATRAZINE"
"Georgia-Washington",1996,"ATRAZINE"
"Georgia-Washington",1997,"ATRAZINE"
"Georgia-Washington",1998,"ATRAZINE"
"Georgia-Washington",1999,"ATRAZINE"
"Georgia-Washington",2000,"ATRAZINE"
"Georgia-Washington",2001,"ATRAZINE"
"Georgia-Washington",2002,"ATRAZINE"
"Georgia-Washington",2003,"ATRAZINE"
"Georgia-Washington",2004,"ATRAZINE"
"Georgia-Washington",2005,"ATRAZINE"
"Georgia-Washington",2006,"ATRAZINE"
"Georgia-Washington",2007,"ATRAZINE"
"Georgia-Washington",2008,"ATRAZINE"
"Georgia-Washington",2009,"ATRAZINE"
"Georgia-Washington",2010,"ATRAZINE"
"Georgia-Washington",2011,"ATRAZINE"
"Georgia-Washington",2012,"ATRAZINE"
"Iowa-Allamakee",1992,"ATRAZINE"
"Iowa-Allamakee",1993,"ATRAZINE"
"Iowa-Allamakee",1994,"ATRAZINE"
"Iowa-Allamakee",1995,"ATRAZINE"
"Iowa-Allamakee",1996,"ATRAZINE"
"Iowa-Allamakee",1997,"ATRAZINE"
"Iowa-Allamakee",1998,"ATRAZINE"
"Iowa-Allamakee",1999,"ATRAZINE"
"Iowa-Allamakee",2000,"ATRAZINE"
"Iowa-Allamakee",2001,"ATRAZINE"
"Iowa-Allamakee",2002,"ATRAZINE"
"Iowa-Allamakee",2003,"ATRAZINE"
"Iowa-Allamakee",2004,"ATRAZINE"
"Iowa-Allamakee",2005,"ATRAZINE"
"Iowa-Allamakee",2006,"ATRAZINE"
"Iowa-Allamakee",2007,"ATRAZINE"
"Iowa-Allamakee",2008,"ATRAZINE"
"Iowa-Allamakee",2009,"ATRAZINE"
"Iowa-Allamakee",2010,"ATRAZINE"
"Iowa-Allamakee",2011,"ATRAZINE"
"Iowa-Allamakee",2012,"ATRAZINE"
"Iowa-Benton",1992,"ATRAZINE"
"Iowa-Benton",1993,"ATRAZINE"
"Iowa-Benton",1994,"ATRAZINE"
"Iowa-Benton",1995,"ATRAZINE"
"Iowa-Benton",1996,"ATRAZINE"
"Iowa-Benton",1997,"ATRAZINE"
"Iowa-Benton",1998,"ATRAZINE"
"Iowa-Benton",1999,"ATRAZINE"
"Iowa-Benton",2000,"ATRAZINE"
"Iowa-Benton",2001,"ATRAZINE"
"Iowa-Benton",2002,"ATRAZINE"
"Iowa-Benton",2003,"ATRAZINE"
"Iowa-Benton",2004,"ATRAZINE"
"Iowa-Benton",2005,"ATRAZINE"
"Iowa-Benton",2006,"ATRAZINE"
"Iowa-Benton",2007,"ATRAZINE"
"Iowa-Benton",2008,"ATRAZINE"
"Iowa-Benton",2009,"ATRAZINE"
"Iowa-Benton",2010,"ATRAZINE"
"Iowa-Benton",2011,"ATRAZINE"
"Iowa-Benton",2012,"ATRAZINE"
"Iowa-Black Hawk",1992,"ATRAZINE"
"Iowa-Black Hawk",1993,"ATRAZINE"
"Iowa-Black Hawk",1994,"ATRAZINE"
"Iowa-Black Hawk",1995,"ATRAZINE"
"Iowa-Black Hawk",1996,"ATRAZINE"
"Iowa-Black Hawk",1997,"ATRAZINE"
"Iowa-Black Hawk",1998,"ATRAZINE"
"Iowa-Black Hawk",1999,"ATRAZINE"
"Iowa-Black Hawk",2000,"ATRAZINE"
"Iowa-Black Hawk",2001,"ATRAZINE"
"Iowa-Black Hawk",2002,"ATRAZINE"
"Iowa-Black Hawk",2003,"ATRAZINE"
"Iowa-Black Hawk",2004,"ATRAZINE"
"Iowa-Black Hawk",2005,"ATRAZINE"
"Iowa-Black Hawk",2006,"ATRAZINE"
"Iowa-Black Hawk",2007,"ATRAZINE"
"Iowa-Black Hawk",2008,"ATRAZINE"
"Iowa-Black Hawk",2009,"ATRAZINE"
"Iowa-Black Hawk",2010,"ATRAZINE"
"Iowa-Black Hawk",2011,"ATRAZINE"
"Iowa-Black Hawk",2012,"ATRAZINE"
"Iowa-Boone",1992,"ATRAZINE"
"Iowa-Boone",1993,"ATRAZINE"
"Iowa-Boone",1994,"ATRAZINE"
"Iowa-Boone",1995,"ATRAZINE"
"Iowa-Boone",1996,"ATRAZINE"
"Iowa-Boone",1997,"ATRAZINE"
"Iowa-Boone",1998,"ATRAZINE"
"Iowa-Boone",1999,"ATRAZINE"
"Iowa-Boone",2000,"ATRAZINE"
"Iowa-Boone",2001,"ATRAZINE"
"Iowa-Boone",2002,"ATRAZINE"
"Iowa-Boone",2003,"ATRAZINE"
"Iowa-Boone",2004,"ATRAZINE"
"Iowa-Boone",2005,"ATRAZINE"
"Iowa-Boone",2006,"ATRAZINE"
"Iowa-Boone",2007,"ATRAZINE"
"Iowa-Boone",2008,"ATRAZINE"
"Iowa-Boone",2009,"ATRAZINE"
"Iowa-Boone",2010,"ATRAZINE"
"Iowa-Boone",2011,"ATRAZINE"
"Iowa-Boone",2012,"ATRAZINE"
"Iowa-Bremer",1992,"ATRAZINE"
"Iowa-Bremer",1993,"ATRAZINE"
"Iowa-Bremer",1994,"ATRAZINE"
"Iowa-Bremer",1995,"ATRAZINE"
"Iowa-Bremer",1996,"ATRAZINE"
"Iowa-Bremer",1997,"ATRAZINE"
"Iowa-Bremer",1998,"ATRAZINE"
"Iowa-Bremer",1999,"ATRAZINE"
"Iowa-Bremer",2000,"ATRAZINE"
"Iowa-Bremer",2001,"ATRAZINE"
"Iowa-Bremer",2002,"ATRAZINE"
"Iowa-Bremer",2003,"ATRAZINE"
"Iowa-Bremer",2004,"ATRAZINE"
"Iowa-Bremer",2005,"ATRAZINE"
"Iowa-Bremer",2006,"ATRAZINE"
"Iowa-Bremer",2007,"ATRAZINE"
"Iowa-Bremer",2008,"ATRAZINE"
"Iowa-Bremer",2009,"ATRAZINE"
"Iowa-Bremer",2010,"ATRAZINE"
"Iowa-Bremer",2011,"ATRAZINE"
"Iowa-Bremer",2012,"ATRAZINE"
"Iowa-Buchanan",1992,"ATRAZINE"
"Iowa-Buchanan",1993,"ATRAZINE"
"Iowa-Buchanan",1994,"ATRAZINE"
"Iowa-Buchanan",1995,"ATRAZINE"
"Iowa-Buchanan",1996,"ATRAZINE"
"Iowa-Buchanan",1997,"ATRAZINE"
"Iowa-Buchanan",1998,"ATRAZINE"
"Iowa-Buchanan",1999,"ATRAZINE"
"Iowa-Buchanan",2000,"ATRAZINE"
"Iowa-Buchanan",2001,"ATRAZINE"
"Iowa-Buchanan",2002,"ATRAZINE"
"Iowa-Buchanan",2003,"ATRAZINE"
"Iowa-Buchanan",2004,"ATRAZINE"
"Iowa-Buchanan",2005,"ATRAZINE"
"Iowa-Buchanan",2006,"ATRAZINE"
"Iowa-Buchanan",2007,"ATRAZINE"
"Iowa-Buchanan",2008,"ATRAZINE"
"Iowa-Buchanan",2009,"ATRAZINE"
"Iowa-Buchanan",2010,"ATRAZINE"
"Iowa-Buchanan",2011,"ATRAZINE"
"Iowa-Buchanan",2012,"ATRAZINE"
"Iowa-Carroll",1992,"ATRAZINE"
"Iowa-Carroll",1993,"ATRAZINE"
"Iowa-Carroll",1994,"ATRAZINE"
"Iowa-Carroll",1995,"ATRAZINE"
"Iowa-Carroll",1996,"ATRAZINE"
"Iowa-Carroll",1997,"ATRAZINE"
"Iowa-Carroll",1998,"ATRAZINE"
"Iowa-Carroll",1999,"ATRAZINE"
"Iowa-Carroll",2000,"ATRAZINE"
"Iowa-Carroll",2001,"ATRAZINE"
"Iowa-Carroll",2002,"ATRAZINE"
"Iowa-Carroll",2003,"ATRAZINE"
"Iowa-Carroll",2004,"ATRAZINE"
"Iowa-Carroll",2005,"ATRAZINE"
"Iowa-Carroll",2006,"ATRAZINE"
"Iowa-Carroll",2007,"ATRAZINE"
"Iowa-Carroll",2008,"ATRAZINE"
"Iowa-Carroll",2009,"ATRAZINE"
"Iowa-Carroll",2010,"ATRAZINE"
"Iowa-Carroll",2011,"ATRAZINE"
"Iowa-Carroll",2012,"ATRAZINE"
"Iowa-Cedar",1992,"ATRAZINE"
"Iowa-Cedar",1993,"ATRAZINE"
"Iowa-Cedar",1994,"ATRAZINE"
"Iowa-Cedar",1995,"ATRAZINE"
